Weight class,Method,time
"['Lightweight', ""Women's Strawweight"", 'Welterweight', 'Heavyweight', 'Flyweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Flyweight', 'Lightweight', ""Women's Bantamweight""]","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('5', '5:00'), ('2', '4:17'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:33'), ('2', '4:07'), ('2', '2:38'), ('3', '3:12'), ('2', '1:34'), ('1', '1:47'), ('2', '2:02')]"
"['Welterweight', 'Welterweight', 'Lightweight', ""Women's Bantamweight"", 'Lightweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Flyweight']","['U-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'Overturned', 'U-DEC', 'SUB', 'KO/TKO']","[('5', '5:00'), ('1', '4:21'), ('2', '2:29'), ('1', '1:56'), ('3', '4:14'), ('1', '3:14'), ('3', '5:00'), ('1', '1:31'), ('2', '2:45'), ('3', '5:00'), ('1', '3:12'), ('3', '1:34')]"
"['Featherweight', 'Lightweight', 'Lightweight', ""Women's Bantamweight"", 'Featherweight', 'Lightweight', ""Women's Bantamweight"", 'Lightweight', 'Heavyweight', 'Middleweight']","['KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","[('1', '2:45'), ('3', '5:00'), ('3', '5:00'), ('1', '3:59'), ('3', '5:00'), ('1', '3:45'), ('3', '5:00'), ('3', '5:00'), ('1', '4:57'), ('3', '5:00')]"
"['Heavyweight', 'Light Heavyweight', 'Welterweight', ""Women's Strawweight"", 'Welterweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Heavyweight', ""Women's Strawweight"", 'Lightweight', 'Featherweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","[('3', '3:30'), ('3', '5:00'), ('3', '5:00'), ('1', '1:30'), ('1', '0:08'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:34'), ('2', '1:35'), ('3', '5:00')]"
"['Middleweight', 'Middleweight', 'Featherweight', ""Women's Strawweight"", 'Lightweight', 'Light Heavyweight', 'Light Heavyweight', 'Bantamweight', 'Welterweight', 'Featherweight', 'Middleweight']","['SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'KO/TKO', 'S-DEC']","[('2', '2:31'), ('1', '2:33'), ('3', '3:58'), ('3', '5:00'), ('3', '5:00'), ('1', '4:54'), ('3', '4:18'), ('3', '2:11'), ('3', '3:41'), ('1', '5:00'), ('3', '5:00')]"
"['Flyweight', 'Catch Weight', 'Middleweight', 'Catch Weight', 'Bantamweight', 'Welterweight', ""Women's Bantamweight"", 'Lightweight', 'Lightweight', 'Welterweight', ""Women's Strawweight"", ""Women's Strawweight""]","['SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC']","[('5', '4:59'), ('3', '5:00'), ('3', '5:00'), ('1', '4:53'), ('1', '4:18'), ('3', '5:00'), ('2', '3:07'), ('3', '5:00'), ('3', '1:35'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Middleweight', ""Women's Strawweight"", 'Middleweight', ""Women's Strawweight"", 'Welterweight', 'Flyweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'U-DEC', 'KO/TKO']","[('5', '2:47'), ('1', '0:44'), ('1', '0:56'), ('1', '4:53'), ('2', '4:13'), ('3', '5:00'), ('1', '0:49'), ('1', '4:09'), ('2', '4:54'), ('3', '3:15'), ('3', '5:00'), ('1', '4:59')]"
"['Featherweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Bantamweight', 'Flyweight', 'Flyweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:24'), ('3', '5:00'), ('3', '5:00'), ('1', '3:56'), ('3', '5:00'), ('1', '1:25'), ('2', '4:59'), ('2', '3:13'), ('3', '5:00')]"
"['Light Heavyweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Flyweight', 'Flyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Flyweight']","['SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC']","[('3', '2:39'), ('1', '2:53'), ('2', '4:44'), ('1', '4:41'), ('3', '5:00'), ('3', '5:00'), ('3', '2:13'), ('3', '5:00'), ('3', '5:00'), ('2', '2:38'), ('3', '5:00')]"
"['Welterweight', 'Featherweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Flyweight', 'Welterweight', 'Featherweight', ""Women's Strawweight"", 'Welterweight']","['KO/TKO', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'Overturned', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('2', '5:00'), ('3', '1:10'), ('1', '2:51'), ('3', '5:00'), ('3', '5:00'), ('2', '1:37'), ('1', '3:31'), ('3', '5:00'), ('3', '5:00'), ('2', '0:30'), ('3', '5:00'), ('1', '4:58')]"
"['Middleweight', 'Heavyweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Bantamweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Bantamweight']","['KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'SUB']","[('1', '0:28'), ('1', '1:54'), ('1', '2:38'), ('3', '4:10'), ('1', '1:37'), ('1', '0:21'), ('2', '0:48'), ('1', '5:00'), ('3', '5:00'), ('3', '4:58'), ('3', '5:00'), ('1', '2:34')]"
"['Heavyweight', 'Lightweight', 'Middleweight', 'Featherweight', ""Women's Strawweight"", 'Flyweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Welterweight', 'Featherweight']","['SUB', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC']","[('3', '2:13'), ('3', '5:00'), ('2', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:54'), ('1', '0:23'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"[""Women's Strawweight"", 'Featherweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Featherweight', 'Middleweight', 'Lightweight', 'Bantamweight']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'M-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '4:22'), ('3', '5:00'), ('1', '2:57'), ('3', '5:00'), ('1', '1:41'), ('2', '1:30'), ('3', '1:41'), ('3', '5:00'), ('1', '2:52'), ('2', '3:24'), ('2', '1:26')]"
"['Middleweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Featherweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Bantamweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","[('3', '1:38'), ('2', '3:07'), ('3', '4:37'), ('1', '0:29'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:43'), ('3', '5:00')]"
"['Featherweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Flyweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('2', '4:57'), ('5', '1:00'), ('3', '0:32'), ('1', '2:54'), ('2', '0:29'), ('1', '4:44'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Welterweight', 'Welterweight', ""Women's Strawweight"", 'Featherweight', 'Middleweight', 'Bantamweight', 'Middleweight', 'Welterweight', 'Flyweight']","['KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '4:29'), ('2', '1:19'), ('3', '5:00'), ('1', '4:22'), ('3', '2:38'), ('1', '0:16'), ('1', '2:52'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:36')]"
"['Heavyweight', 'Lightweight', ""Women's Bantamweight"", 'Bantamweight', 'Lightweight', 'Welterweight', 'Featherweight', ""Women's Bantamweight"", 'Bantamweight', 'Welterweight', 'Middleweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '1:13'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:56'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:37')]"
"['Middleweight', 'Lightweight', 'Lightweight', ""Women's Strawweight"", 'Welterweight', 'Lightweight', 'Flyweight', 'Light Heavyweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Heavyweight']","['S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('1', '3:05'), ('3', '5:00'), ('3', '5:00'), ('1', '2:30'), ('3', '5:00'), ('1', '0:56'), ('3', '5:00'), ('1', '3:04'), ('1', '1:29'), ('1', '0:48')]"
"['Bantamweight', ""Women's Bantamweight"", 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Lightweight', ""Women's Bantamweight"", 'Middleweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO']","[('4', '0:35'), ('3', '5:00'), ('3', '5:00'), ('1', '2:37'), ('2', '0:27'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:27'), ('3', '5:00'), ('3', '5:00'), ('1', '0:43')]"
"[""Women's Bantamweight"", 'Light Heavyweight', 'Lightweight', 'Bantamweight', 'Heavyweight', 'Heavyweight', ""Women's Strawweight"", 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Bantamweight', 'Middleweight', 'Bantamweight']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC']","[('1', '0:34'), ('3', '5:00'), ('3', '4:46'), ('3', '5:00'), ('3', '5:00'), ('2', '0:41'), ('3', '5:00'), ('2', '2:52'), ('3', '0:45'), ('2', '4:11'), ('3', '5:00'), ('2', '2:38'), ('3', '5:00')]"
"['Light Heavyweight', 'Lightweight', 'Middleweight', 'Heavyweight', ""Women's Bantamweight"", 'Flyweight', 'Middleweight', 'Middleweight', 'Flyweight', 'Bantamweight', 'Light Heavyweight', 'Bantamweight', 'Lightweight']","['SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'SUB', 'SUB']","[('3', '3:10'), ('3', '5:00'), ('1', '2:19'), ('3', '5:00'), ('1', '2:53'), ('3', '5:00'), ('1', '2:32'), ('3', '5:00'), ('3', '2:58'), ('3', '5:00'), ('1', '0:50'), ('2', '2:15'), ('3', '2:40')]"
"['Featherweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Lightweight', ""Women's Strawweight"", 'Lightweight', 'Bantamweight', 'Light Heavyweight', 'Flyweight', 'Lightweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO']","[('1', '1:39'), ('3', '5:00'), ('3', '1:26'), ('1', '2:43'), ('3', '5:00'), ('3', '5:00'), ('1', '0:54'), ('1', '4:21'), ('1', '2:29'), ('3', '5:00'), ('3', '5:00'), ('1', '4:45')]"
"['Flyweight', 'Heavyweight', 'Light Heavyweight', 'Light Heavyweight', ""Women's Strawweight"", 'Lightweight', 'Bantamweight', ""Women's Bantamweight"", 'Featherweight', 'Middleweight', 'Lightweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'SUB', 'SUB', 'S-DEC', 'DQ', 'S-DEC']","[('5', '5:00'), ('3', '5:00'), ('2', '0:28'), ('3', '5:00'), ('3', '1:01'), ('3', '5:00'), ('1', '2:08'), ('2', '4:58'), ('3', '5:00'), ('2', '2:28'), ('3', '5:00')]"
"['Heavyweight', 'Middleweight', 'Flyweight', 'Bantamweight', 'Featherweight', 'Featherweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('2', '0:25'), ('3', '5:00'), ('3', '5:00'), ('1', '0:28'), ('3', '5:00'), ('3', '2:17'), ('3', '5:00'), ('3', '5:00'), ('3', '0:47')]"
"['Light Heavyweight', 'Light Heavyweight', 'Heavyweight', 'Flyweight', ""Women's Bantamweight"", 'Featherweight', 'Welterweight', 'Lightweight', ""Women's Strawweight"", 'Lightweight', 'Flyweight', 'Heavyweight']","['S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:55'), ('1', '1:46'), ('1', '2:47'), ('1', '0:57'), ('3', '5:00'), ('3', '1:15')]"
"['Flyweight', 'Lightweight', 'Welterweight', 'Flyweight', 'Lightweight', ""Women's Strawweight"", 'Middleweight', 'Welterweight', 'Featherweight', 'Middleweight']","['SUB', 'U-DEC', 'M-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('2', '4:09'), ('3', '5:00'), ('3', '5:00'), ('2', '4:12'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:37'), ('3', '5:00'), ('3', '4:58')]"
"['Middleweight', 'Light Heavyweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Bantamweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'DQ', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'S-DEC', 'SUB']","[('1', '2:07'), ('2', '1:12'), ('1', '4:24'), ('3', '0:51'), ('3', '5:00'), ('3', '5:00'), ('1', '1:45'), ('3', '5:00'), ('1', '0:39'), ('2', '1:56'), ('3', '5:00'), ('3', '5:00'), ('3', '3:27')]"
"[""Women's Bantamweight"", ""Women's Strawweight"", 'Heavyweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Flyweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Flyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB']","[('2', '0:59'), ('5', '5:00'), ('1', '3:41'), ('3', '5:00'), ('3', '5:00'), ('2', '5:00'), ('1', '2:01'), ('1', '2:56'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:36'), ('1', '2:35')]"
"['Welterweight', 'Featherweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Bantamweight', 'Featherweight', 'Welterweight', 'Lightweight', 'Lightweight']","['S-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:26'), ('1', '3:13'), ('1', '0:30'), ('1', '3:42'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Welterweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Lightweight', ""Women's Strawweight"", 'Flyweight', 'Bantamweight', 'Welterweight']","['S-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('5', '5:00'), ('1', '3:11'), ('3', '5:00'), ('1', '1:33'), ('2', '1:50'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:44'), ('3', '5:00'), ('3', '0:27')]"
"[""Women's Strawweight"", 'Lightweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Featherweight', ""Women's Strawweight""]","['SUB', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'CNC', 'SUB', 'KO/TKO', 'SUB', 'S-DEC', 'SUB']","[('5', '2:25'), ('2', '2:57'), ('2', '0:41'), ('3', '5:00'), ('2', '0:21'), ('3', '2:18'), ('1', '0:11'), ('2', '4:18'), ('1', '4:25'), ('1', '2:46'), ('3', '5:00'), ('2', '4:13')]"
"['Featherweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Flyweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","[('1', '2:28'), ('3', '5:00'), ('2', '2:54'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:28'), ('3', '5:00')]"
"['Featherweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Bantamweight', ""Women's Strawweight"", 'Welterweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Welterweight']","['KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC']","[('1', '0:13'), ('4', '3:12'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:26'), ('1', '3:26'), ('1', '1:54'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Heavyweight', 'Lightweight', ""Women's Strawweight"", 'Featherweight', 'Middleweight', ""Women's Bantamweight"", 'Middleweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Welterweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'SUB', 'S-DEC', 'CNC', 'U-DEC', 'SUB', 'KO/TKO']","[('1', '1:06'), ('2', '4:43'), ('3', '5:00'), ('3', '5:00'), ('1', '3:05'), ('2', '0:28'), ('3', '5:00'), ('3', '4:10'), ('3', '5:00'), ('2', '1:34'), ('3', '5:00'), ('1', '2:13'), ('2', '2:53')]"
"['Welterweight', 'Heavyweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Bantamweight', 'Welterweight', ""Women's Strawweight"", 'Lightweight', 'Lightweight', 'Bantamweight', 'Welterweight']","['S-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'SUB', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO']","[('5', '5:00'), ('1', '0:54'), ('3', '5:00'), ('3', '1:37'), ('1', '3:18'), ('2', '2:09'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:12')]"
"['Bantamweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Light Heavyweight', 'Featherweight', 'Bantamweight', 'Light Heavyweight']","['S-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '4:09'), ('3', '5:00'), ('2', '1:14'), ('2', '1:39'), ('1', '4:30'), ('1', '3:38'), ('3', '3:56'), ('1', '0:30'), ('3', '5:00'), ('2', '4:13'), ('3', '5:00')]"
"['Light Heavyweight', 'Heavyweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Flyweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Featherweight', 'Lightweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'M-DEC', 'SUB']","[('1', '1:26'), ('2', '3:48'), ('3', '5:00'), ('2', '3:06'), ('3', '5:00'), ('3', '5:00'), ('3', '3:37'), ('3', '5:00'), ('1', '3:59'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '3:02')]"
"['Welterweight', 'Heavyweight', 'Light Heavyweight', 'Flyweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Heavyweight', 'Flyweight', 'Featherweight', 'Welterweight', 'Featherweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC']","[('1', '3:31'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:28'), ('3', '4:25'), ('3', '5:00'), ('1', '2:17'), ('3', '5:00'), ('2', '0:23'), ('1', '0:45'), ('3', '5:00')]"
"['Welterweight', 'Middleweight', 'Catch Weight', 'Featherweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Middleweight', 'Middleweight', 'Welterweight', ""Women's Bantamweight"", ""Women's Bantamweight"", 'Heavyweight']","['SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC']","[('1', '2:33'), ('1', '2:38'), ('1', '4:18'), ('3', '5:00'), ('1', '0:26'), ('3', '5:00'), ('3', '4:25'), ('1', '1:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '4:55'), ('3', '5:00')]"
"['Middleweight', 'Middleweight', 'Welterweight', 'Bantamweight', 'Featherweight', 'Bantamweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Lightweight', 'Lightweight']","['U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'SUB', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '1:31'), ('1', '0:24'), ('2', '1:26')]"
"['Welterweight', ""Women's Bantamweight"", 'Light Heavyweight', 'Light Heavyweight', ""Women's Bantamweight"", 'Welterweight', 'Welterweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Featherweight']","['SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('2', '4:12'), ('5', '3:30'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '4:11'), ('2', '1:34'), ('2', '1:09'), ('3', '5:00'), ('3', '5:00'), ('1', '4:31'), ('2', '0:34')]"
"['Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', ""Women's Strawweight"", 'Welterweight', 'Featherweight', ""Women's Bantamweight"", 'Welterweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC']","[('1', '3:01'), ('3', '0:46'), ('3', '4:45'), ('3', '1:36'), ('1', '0:52'), ('3', '5:00'), ('1', '2:15'), ('1', '1:24'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Heavyweight', 'Heavyweight', 'Heavyweight', 'Light Heavyweight', ""Women's Strawweight"", 'Welterweight', 'Bantamweight', 'Lightweight', 'Bantamweight', 'Featherweight', 'Heavyweight', 'Middleweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC']","[('5', '5:00'), ('1', '4:48'), ('2', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:04'), ('1', '3:44'), ('1', '2:16'), ('3', '5:00'), ('1', '2:44'), ('3', '5:00')]"
