Weight class,Method,time
"['Welterweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Featherweight', 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC']","[('1', '0:53'), ('3', '5:00'), ('3', '5:00'), ('1', '3:48'), ('2', '3:49'), ('3', '5:00'), ('3', '5:00'), ('1', '2:40'), ('2', '1:12'), ('1', '3:52'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Welterweight', 'Heavyweight', 'Heavyweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Bantamweight', 'Light Heavyweight']","['SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('4', '1:14'), ('1', '4:59'), ('3', '5:00'), ('3', '5:00'), ('1', '4:27'), ('1', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:30'), ('1', '0:47')]"
"['Bantamweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Welterweight', 'Bantamweight']","['U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO']","[('5', '5:00'), ('2', '3:22'), ('1', '2:49'), ('3', '5:00'), ('2', '2:44'), ('1', '3:00'), ('2', '4:52'), ('3', '2:12'), ('2', '5:00'), ('1', '1:17')]"
"['Lightweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Featherweight', 'Middleweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('4', '3:54'), ('5', '5:00'), ('2', '3:51'), ('3', '5:00'), ('1', '0:47'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Heavyweight', 'Heavyweight', 'Bantamweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Middleweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '1:30'), ('3', '5:00'), ('3', '5:00'), ('1', '2:22'), ('1', '2:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', 'Bantamweight', 'Welterweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Featherweight', 'Welterweight', 'Bantamweight']","['KO/TKO', 'SUB', 'SUB', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC']","[('2', '5:00'), ('1', '4:09'), ('1', '3:32'), ('2', '3:09'), ('1', '0:17'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:40'), ('3', '5:00')]"
"['Heavyweight', 'Lightweight', 'Featherweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Featherweight', 'Bantamweight', 'Welterweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'Overturned', 'U-DEC', 'S-DEC', 'M-DEC']","[('1', '1:04'), ('3', '5:00'), ('2', '1:32'), ('2', '2:16'), ('1', '1:34'), ('3', '5:00'), ('3', '1:54'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Light Heavyweight', 'Middleweight', 'Bantamweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight', 'Bantamweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO']","[('5', '5:00'), ('2', '4:49'), ('2', '1:27'), ('3', '5:00'), ('3', '5:00'), ('1', '1:17'), ('1', '0:56'), ('1', '2:07'), ('3', '5:00'), ('3', '5:00'), ('2', '0:42'), ('1', '4:52')]"
"['Middleweight', 'Featherweight', 'Bantamweight', 'Lightweight', 'Bantamweight', 'Featherweight', 'Bantamweight', 'Bantamweight', 'Featherweight', 'Featherweight']","['KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'SUB']","[('3', '3:34'), ('1', '4:51'), ('1', '1:54'), ('3', '5:00'), ('3', '1:58'), ('3', '5:00'), ('1', '1:09'), ('3', '0:22'), ('3', '5:00'), ('2', '3:38')]"
"['Light Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Featherweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Welterweight', 'Lightweight']","['SUB', 'SUB', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('2', '4:26'), ('1', '3:38'), ('1', '3:15'), ('3', '5:00'), ('1', '0:07'), ('1', '0:35'), ('1', '3:11'), ('1', '2:58'), ('3', '5:00'), ('3', '5:00'), ('2', '1:10'), ('2', '4:36')]"
"['Heavyweight', 'Lightweight', 'Welterweight', 'Light Heavyweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Featherweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('1', '2:26'), ('3', '5:00'), ('1', '0:12'), ('1', '2:13'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Featherweight', 'Middleweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Featherweight', 'Welterweight', 'Featherweight']","['KO/TKO', 'SUB', 'SUB', 'DQ', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC']","[('1', '4:59'), ('1', '4:49'), ('1', '1:03'), ('1', '0:29'), ('3', '2:02'), ('3', '5:00'), ('1', '3:22'), ('3', '5:00'), ('1', '1:22'), ('3', '5:00')]"
"['Lightweight', 'Welterweight', 'Bantamweight', 'Heavyweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Bantamweight']","['SUB', 'SUB', 'M-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'SUB', 'KO/TKO']","[('1', '3:04'), ('1', '3:04'), ('3', '5:00'), ('1', '3:38'), ('2', '1:31'), ('3', '2:08'), ('3', '5:00'), ('1', '4:03'), ('1', '1:37'), ('1', '0:22')]"
"['Light Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Heavyweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Heavyweight', 'Middleweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '5:00'), ('3', '5:00'), ('2', '2:22'), ('1', '1:43'), ('3', '5:00'), ('1', '4:24'), ('3', '1:08')]"
"['Welterweight', 'Heavyweight', 'Welterweight', 'Bantamweight', 'Middleweight', 'Featherweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Welterweight']","['U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'SUB', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '1:43'), ('1', '3:23'), ('3', '5:00'), ('2', '1:19'), ('3', '5:00'), ('3', '5:00'), ('1', '4:13')]"
"['Welterweight', 'Heavyweight', 'Middleweight', 'Heavyweight', 'Bantamweight', 'Bantamweight', 'Featherweight', 'Lightweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('2', '3:52'), ('3', '5:00'), ('1', '0:43'), ('3', '5:00'), ('1', '3:45'), ('1', '1:32'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Middleweight', 'Bantamweight', 'Featherweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('1', '2:11'), ('3', '5:00'), ('3', '0:54'), ('3', '5:00'), ('1', '1:21'), ('2', '2:21'), ('1', '4:29'), ('3', '5:00'), ('3', '5:00'), ('2', '0:32')]"
"['Welterweight', 'Flyweight', 'Flyweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Featherweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Heavyweight']","['SUB', 'KO/TKO', 'M-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO']","[('3', '4:12'), ('2', '0:11'), ('3', '5:00'), ('3', '5:00'), ('1', '2:08'), ('1', '4:59'), ('3', '5:00'), ('3', '5:00'), ('1', '0:55'), ('1', '2:05'), ('2', '3:53')]"
"['Light Heavyweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Featherweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'SUB', 'M-DEC', 'SUB', 'SUB', 'SUB', 'U-DEC']","[('3', '5:00'), ('1', '2:26'), ('1', '0:42'), ('3', '5:00'), ('2', '4:40'), ('2', '4:05'), ('1', '4:33'), ('3', '5:00'), ('2', '1:42'), ('2', '1:28'), ('2', '2:36'), ('3', '5:00')]"
"['Light Heavyweight', 'Welterweight', 'Heavyweight', 'Bantamweight', 'Featherweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Featherweight']","['U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'S-DEC']","[('5', '5:00'), ('2', '2:20'), ('1', '1:10'), ('1', '3:18'), ('3', '5:00'), ('3', '5:00'), ('1', '2:29'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Welterweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Flyweight', 'Welterweight', 'Flyweight', 'Lightweight', 'Featherweight', 'Bantamweight', 'Middleweight']","['SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'SUB']","[('2', '4:09'), ('3', '5:00'), ('1', '4:18'), ('1', '4:38'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:54'), ('3', '5:00'), ('3', '5:00'), ('1', '4:59'), ('2', '1:07')]"
"['Featherweight', 'Welterweight', 'Lightweight', 'Bantamweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Bantamweight']","['SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC']","[('4', '1:07'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:50'), ('3', '5:00'), ('1', '3:05'), ('3', '5:00'), ('1', '1:40'), ('3', '5:00'), ('3', '5:00')]"
"['Heavyweight', 'Heavyweight', 'Heavyweight', 'Heavyweight', 'Heavyweight', 'Featherweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Featherweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'U-DEC']","[('2', '3:04'), ('1', '3:36'), ('1', '0:51'), ('2', '3:14'), ('1', '1:05'), ('3', '5:00'), ('1', '3:23'), ('3', '5:00'), ('1', '3:51'), ('1', '1:54'), ('1', '1:53'), ('3', '5:00')]"
"['Welterweight', 'Lightweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Bantamweight']","['KO/TKO', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('2', '1:40'), ('1', '2:47'), ('2', '2:42'), ('3', '5:00'), ('3', '0:19'), ('3', '5:00'), ('1', '4:03'), ('2', '2:53'), ('1', '1:59'), ('1', '4:18')]"
"['Flyweight', 'Welterweight', 'Welterweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Featherweight', 'Bantamweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Welterweight']","['U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC']","[('3', '5:00'), ('1', '4:33'), ('1', '4:56'), ('2', '4:10'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:21'), ('1', '1:06'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Lightweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Bantamweight']","['S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:14'), ('3', '5:00'), ('1', '2:29'), ('3', '5:00'), ('1', '2:47'), ('3', '1:51'), ('2', '4:20'), ('3', '3:12'), ('3', '5:00')]"
"['Catch Weight', 'Middleweight', 'Featherweight', 'Heavyweight', 'Featherweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Featherweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:28'), ('3', '5:00'), ('1', '2:12'), ('1', '4:21'), ('3', '5:00'), ('3', '0:41'), ('3', '1:04'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Middleweight', 'Welterweight', 'Featherweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Middleweight', 'Lightweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","[('2', '1:55'), ('3', '5:00'), ('3', '5:00'), ('1', '0:47'), ('1', '0:31'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Welterweight', 'Middleweight', 'Bantamweight', 'Lightweight', 'Bantamweight', 'Flyweight', 'Middleweight', 'Welterweight', 'Bantamweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('2', '1:37'), ('3', '5:00'), ('3', '5:00'), ('2', '1:39'), ('1', '2:33'), ('3', '5:00'), ('2', '1:27'), ('3', '5:00'), ('2', '4:52'), ('3', '5:00'), ('2', '0:25')]"
"['Bantamweight', 'Middleweight', 'Heavyweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Bantamweight', 'Light Heavyweight', 'Bantamweight', 'Featherweight', 'Lightweight']","['U-DEC', 'S-DEC', 'U-DEC', 'S-DEC', 'Overturned', 'U-DEC', 'Overturned', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:02'), ('3', '5:00'), ('1', '4:19'), ('1', '0:07'), ('3', '1:39'), ('1', '1:11'), ('3', '5:00')]"
"['Light Heavyweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Light Heavyweight', 'Featherweight', 'Heavyweight', 'Featherweight', 'Flyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'CNC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO']","[('4', '4:09'), ('2', '1:32'), ('3', '2:44'), ('2', '1:20'), ('3', '5:00'), ('1', '1:28'), ('1', '3:15'), ('2', '4:16'), ('3', '5:00'), ('1', '3:46')]"
"['Lightweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Featherweight', 'Featherweight', 'Middleweight', 'Bantamweight', 'Bantamweight', 'Featherweight']","['S-DEC', 'KO/TKO', 'Overturned', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('5', '5:00'), ('1', '1:16'), ('3', '5:00'), ('2', '3:05'), ('2', '4:49'), ('1', '4:43'), ('2', '2:16'), ('1', '0:17'), ('3', '5:00'), ('1', '3:45')]"
"['Light Heavyweight', 'Flyweight', 'Middleweight', 'Light Heavyweight', 'Featherweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Welterweight']","['SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO']","[('4', '0:54'), ('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:40'), ('2', '1:14'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:10'), ('1', '1:09'), ('1', '0:45')]"
"['Heavyweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Featherweight', 'Middleweight', 'Catch Weight', 'Featherweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'SUB', 'KO/TKO']","[('2', '3:50'), ('3', '5:00'), ('1', '3:40'), ('1', '3:48'), ('3', '5:00'), ('1', '2:28'), ('2', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:34'), ('1', '0:23')]"
"['Heavyweight', 'Welterweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Flyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'SUB', 'U-DEC', 'SUB']","[('1', '3:27'), ('3', '5:00'), ('2', '4:35'), ('1', '0:45'), ('2', '1:06'), ('2', '0:29'), ('3', '5:00'), ('1', '2:38'), ('3', '5:00'), ('2', '3:38')]"
"['Light Heavyweight', 'Heavyweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Lightweight']","['KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'S-DEC']","[('1', '4:40'), ('2', '4:31'), ('2', '5:00'), ('3', '5:00'), ('2', '4:29'), ('1', '2:30'), ('2', '4:16'), ('3', '5:00'), ('3', '5:00'), ('3', '3:10'), ('3', '5:00'), ('3', '5:00')]"
"['Middleweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Bantamweight', 'Flyweight', 'Middleweight']","['KO/TKO', 'Overturned', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC']","[('1', '2:17'), ('3', '1:45'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00')]"
"['Welterweight', 'Welterweight', 'Middleweight', 'Lightweight', 'Featherweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Featherweight']","['U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'DQ', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC']","[('5', '5:00'), ('1', '0:46'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:26'), ('1', '2:24'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:44'), ('3', '5:00')]"
"['Lightweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Bantamweight']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:31'), ('1', '1:55'), ('3', '5:00'), ('3', '5:00'), ('2', '2:57'), ('2', '3:56'), ('3', '5:00'), ('1', '4:59')]"
"['Lightweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Light Heavyweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'Overturned', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('3', '0:41'), ('3', '5:00'), ('3', '5:00'), ('1', '3:38'), ('1', '1:55'), ('3', '5:00'), ('3', '5:00'), ('1', '4:57'), ('3', '5:00'), ('1', '4:35')]"
"['Heavyweight', 'Welterweight', 'Heavyweight', 'Featherweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Welterweight', 'Bantamweight', 'Lightweight', 'Flyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","[('1', '2:58'), ('3', '5:00'), ('2', '0:26'), ('1', '4:15'), ('1', '1:55'), ('2', '1:00'), ('1', '2:15'), ('2', '1:04'), ('1', '4:05'), ('3', '4:11'), ('3', '5:00')]"
"['Heavyweight', 'Lightweight', 'Middleweight', 'Middleweight', 'Middleweight', 'Bantamweight', 'Bantamweight', 'Lightweight', 'Lightweight', 'Heavyweight', 'Featherweight', 'Flyweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB']","[('5', '5:00'), ('3', '5:00'), ('3', '2:11'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:50'), ('3', '5:00'), ('3', '5:00'), ('1', '2:04'), ('3', '5:00'), ('3', '1:11')]"
"['Middleweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Featherweight', 'Middleweight', 'Featherweight', 'Lightweight', 'Bantamweight', 'Light Heavyweight', 'Lightweight']","['KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'CNC', 'SUB', 'SUB']","[('2', '1:27'), ('3', '5:00'), ('2', '1:01'), ('1', '1:55'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:38'), ('1', '2:11'), ('2', '2:39'), ('2', '1:50')]"
"['Flyweight', 'Light Heavyweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Middleweight', 'Welterweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","[('5', '5:00'), ('3', '5:00'), ('1', '2:35'), ('2', '2:32'), ('1', '4:51'), ('3', '5:00'), ('3', '5:00'), ('1', '0:50'), ('2', '3:48'), ('3', '2:13'), ('3', '5:00')]"
"['Featherweight', 'Light Heavyweight', 'Heavyweight', 'Welterweight', 'Flyweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Bantamweight', 'Bantamweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'SUB', 'KO/TKO']","[('5', '5:00'), ('3', '5:00'), ('3', '0:25'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:36'), ('3', '4:25'), ('3', '5:00'), ('3', '1:50'), ('2', '4:20')]"
"['Bantamweight', 'Featherweight', 'Light Heavyweight', 'Welterweight', 'Light Heavyweight', 'Welterweight', 'Lightweight', 'Lightweight', 'Featherweight', 'Middleweight', 'Bantamweight', 'Flyweight']","['SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'Overturned', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","[('4', '3:57'), ('3', '5:00'), ('1', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:42'), ('3', '5:00'), ('3', '5:00')]"
"[""Women's Bantamweight"", 'Light Heavyweight', 'Bantamweight', 'Welterweight', 'Welterweight', 'Heavyweight', 'Lightweight', 'Featherweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Welterweight']","['SUB', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC']","[('1', '4:49'), ('3', '5:00'), ('1', '4:34'), ('3', '5:00'), ('1', '3:57'), ('3', '5:00'), ('2', '2:29'), ('3', '5:00'), ('3', '5:00'), ('1', '2:57'), ('3', '5:00'), ('3', '5:00')]"
