Fighter,Elo,UFC Record,Unbeaten Streak,Avg. Opp. Elo,Last 5 Fights,DelME,DelME1,DelME2,DelME3
Bea Malecki,112.614,2-1-0,0,90.723,- 17.4,+ 14.0,+ 16.0,+ 0.0,+ 0.0
Gabriel Gonzaga,112.230,12-10-0,0,117.946,- 15.2,+ 14.6,- 18.5,- 15.1,- 16.6
Elias Silverio,112.021,3-2-0,0,107.370,- 18.1,- 16.6,+ 15.3,+ 16.1,+ 15.3
Paul Kelly,111.969,5-4-0,0,108.204,- 17.3,+ 15.4,- 18.0,+ 15.3,- 17.4
Montana De La Rosa,111.888,5-4-1,0,118.425,- 13.6,- 16.5,+ 14.2,+ 0.4,- 17.4
Roosevelt Roberts,111.832,4-3-0,0,109.462,- 18.0,- 15.6,+ 15.3,+ 15.2,- 15.9
Soa Palelei,111.759,4-3-0,0,98.303,- 18.1,+ 13.8,- 16.0,+ 15.2,+ 15.4
Matt Serra,111.297,7-7-0,0,128.065,- 16.4,+ 14.5,- 12.1,- 12.5,+ 19.7
Ben Nguyen,111.257,4-3-0,0,108.621,- 16.5,- 16.3,+ 13.8,+ 14.7,- 15.1
Brad Blackburn,111.234,3-2-0,0,103.655,- 17.3,- 17.5,+ 14.6,+ 15.5,+ 16.0
Parker Porter,111.207,4-3-0,1,90.155,+ 16.2,- 17.3,- 16.6,+ 13.9,+ 14.1
Shayilan Nuerdanbieke,111.187,3-2-0,0,83.497,- 17.2,+ 15.0,+ 16.2,+ 14.0,- 16.8
Waldo Cortes-Acosta,110.878,2-1-0,0,75.508,- 15.1,+ 12.6,+ 13.4,+ 0.0,+ 0.0
Dustin Hazelett,110.830,5-4-0,0,121.235,- 16.4,- 16.4,- 17.9,+ 14.5,+ 16.0
Alan Patrick,110.751,5-4-0,0,115.429,- 18.1,- 16.3,- 17.6,+ 13.8,+ 16.6
Abdul Razak Alhassan,110.694,6-5-0,1,102.725,+ 16.3,- 15.7,+ 15.8,- 17.3,- 16.4
Paige VanZant,110.597,5-4-0,0,112.361,- 15.0,+ 15.5,- 16.5,- 17.3,+ 15.4
Marlon Moraes,110.385,5-6-0,0,186.185,- 12.9,- 14.6,- 15.4,- 16.0,+ 18.3
Chase Hooper,110.291,4-3-0,1,86.570,+ 15.5,- 17.3,+ 15.6,- 17.3,+ 15.4
Jose Quinonez,110.169,5-4-0,0,105.995,- 17.5,- 16.7,+ 13.9,- 16.7,+ 15.1
Phil Hawes,109.921,4-3-0,0,108.704,- 17.2,- 15.9,+ 14.6,- 18.1,+ 14.6
Aleksei Kunchenko,109.860,2-2-0,0,174.098,- 13.7,- 14.5,+ 19.4,+ 18.6,+ 0.0
Manny Bermudez,109.714,3-2-0,0,95.926,- 17.8,- 17.2,+ 15.4,+ 14.6,+ 14.8
Terry Etim,109.696,6-5-0,0,105.671,- 18.0,- 15.8,+ 13.9,- 18.0,+ 15.3
Michael Chandler,109.650,2-3-0,0,225.831,- 9.1,+ 22.3,- 13.4,- 10.0,+ 19.9
Tyson Pedro,109.119,5-4-0,0,99.868,- 18.7,+ 13.9,+ 13.8,- 15.2,- 14.7
Clint Hester,109.105,4-3-0,0,110.932,- 16.6,- 18.0,- 18.1,+ 14.6,+ 14.5
Gabriel Benitez,109.035,7-6-0,1,107.678,+ 14.9,- 17.3,- 15.9,+ 15.4,- 16.6
Song Kenan,108.861,4-3-0,0,99.442,- 15.0,- 18.7,+ 14.7,+ 14.9,- 17.0
Steven Siler,108.762,5-4-0,0,116.564,- 18.0,- 16.6,- 16.6,+ 13.4,+ 14.5
Nick Diaz,108.530,7-7-0,0,145.890,- 14.0,- 8.3,- 15.6,+ 19.3,+ 15.5
Lyman Good,108.393,3-3-0,0,141.120,- 14.0,+ 16.6,- 11.5,+ 17.2,- 16.0
Megan Anderson,108.265,3-3-0,0,129.730,- 9.6,+ 15.9,+ 16.7,- 16.1,+ 17.1
Felicia Spencer,108.096,3-3-0,1,136.089,+ 17.2,- 16.3,- 9.9,+ 15.1,- 14.0
Ildemar Alcantara,107.810,4-3-0,0,92.338,- 17.9,+ 14.8,- 17.7,+ 15.4,- 17.4
Christos Giagos,107.783,6-6-0,1,110.576,+ 17.5,- 15.8,- 15.2,+ 13.5,+ 15.6
Charles Jourdain,107.558,5-5-1,1,112.050,+ 16.5,- 14.2,- 14.1,+ 15.9,+ 16.7
Marc Diakiese,107.405,7-6-0,0,100.599,- 17.9,+ 15.9,+ 17.1,- 17.1,- 17.2
Liz Carmouche,107.095,5-5-0,0,109.625,- 13.7,+ 15.7,+ 16.5,- 14.2,+ 17.4
Stefan Struve,106.985,13-11-0,0,118.589,- 17.1,- 17.4,+ 16.2,- 17.6,- 15.7
Mickey Gall,106.919,6-5-0,0,111.636,- 17.1,- 14.8,+ 14.1,- 17.3,+ 13.3
Chris Cariaso,106.694,7-6-0,0,109.364,- 16.5,- 17.1,- 13.5,+ 15.0,+ 14.9
Brandon Vera,106.573,8-7-0,0,123.131,- 17.6,- 16.8,+ 15.4,- 16.4,- 15.1
Don'Tale Mayes,106.490,3-3-0,1,110.325,+ 19.9,- 16.1,+ 16.6,+ 16.7,- 15.3
Amir Sadollah,106.414,6-5-0,0,103.539,- 18.9,- 16.8,+ 13.9,- 17.3,+ 15.4
Cung Le,106.322,2-2-0,0,135.548,- 13.0,+ 20.7,+ 15.5,- 16.9,+ 0.0
Tatsuya Kawajiri,106.150,3-3-0,0,137.734,- 13.8,- 15.0,+ 15.1,+ 18.8,- 14.9
Mauricio Rua,105.955,11-12-1,0,148.210,- 17.8,- 17.1,- 17.7,+ 14.9,- 4.5
Priscila Cachoeira,105.829,4-4-0,2,94.770,+ 16.1,+ 16.5,- 14.5,+ 16.1,+ 17.3
Yana Santos,105.351,4-4-0,0,126.446,- 15.7,- 16.8,+ 17.8,+ 15.0,- 15.5
Falaniko Vitale,105.046,1-1-0,0,165.111,- 14.3,+ 19.4,+ 0.0,+ 0.0,+ 0.0
Ricky Glenn,104.891,4-4-1,0,126.072,- 17.5,+ 0.5,+ 17.1,- 17.0,+ 17.4
Jamie Mullarkey,104.865,4-4-0,0,108.310,- 17.0,+ 15.7,+ 16.5,- 14.6,+ 18.0
Diego Nunes,104.837,3-3-0,0,127.527,- 14.4,+ 15.9,- 14.2,+ 14.5,- 12.2
Keith Hackney,104.835,2-2-0,0,143.531,- 14.7,- 11.7,+ 15.3,+ 16.0,+ 0.0
Ismail Naurdiev,104.767,2-2-0,0,138.480,- 16.2,+ 16.7,- 16.9,+ 21.1,+ 0.0
Zak Ottow,104.708,4-4-0,0,122.882,- 15.8,+ 15.8,- 15.0,+ 16.8,- 14.9
Jimi Manuwa,104.431,6-6-0,0,144.544,- 14.6,- 13.5,- 18.0,- 17.5,+ 16.1
Rogerio Nogueira,104.289,6-7-0,0,156.877,- 14.9,- 17.0,+ 18.6,- 11.6,+ 16.3
Mike Pyle,104.099,10-9-0,0,119.162,- 16.8,- 16.9,- 17.1,+ 14.1,- 17.2
Gary Goodridge,103.903,4-4-0,1,118.785,+ 17.3,- 12.7,- 16.0,+ 16.0,- 16.7
Miesha Tate,103.761,6-6-0,0,119.925,- 15.0,- 15.7,+ 14.2,- 15.5,- 15.7
Sultan Aliev,103.702,2-2-0,1,113.718,+ 15.8,- 14.0,+ 17.5,- 15.6,+ 0.0
Rich Clementi,103.589,5-5-0,0,105.409,- 16.9,- 15.4,+ 15.0,+ 15.9,+ 17.2
Alex Garcia,103.453,5-5-0,0,130.234,- 16.7,- 14.7,+ 15.1,- 15.6,+ 16.9
Wanderlei Silva,103.451,5-7-0,1,154.535,+ 18.2,- 11.7,+ 16.9,- 13.4,+ 20.9
Antonio Carvalho,103.370,2-2-0,0,118.687,- 14.0,+ 16.7,+ 17.4,- 16.7,+ 0.0
Gan McGee,103.370,2-2-0,0,120.148,- 15.3,+ 15.1,+ 19.5,- 16.0,+ 0.0
Siyar Bahadurzada,103.370,4-4-0,0,120.795,- 16.7,- 16.1,+ 15.0,+ 15.8,+ 16.7
Waylon Lowe,103.360,2-2-0,0,119.309,- 13.9,+ 15.9,+ 16.0,- 14.7,+ 0.0
Tim Elliott,103.298,8-10-0,2,123.520,+ 17.4,+ 18.9,- 13.0,+ 17.0,+ 18.0
Devin Clark,103.201,8-8-0,0,112.619,- 15.4,+ 18.0,- 16.0,+ 16.7,- 17.1
Roman Kopylov,103.184,2-2-0,2,102.396,+ 17.4,+ 16.2,- 15.3,- 15.1,+ 0.0
Buddy Roberts,103.093,1-1-0,0,142.006,- 12.9,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Dave Beneteau,102.984,3-3-0,1,119.423,+ 16.6,- 13.8,- 16.7,- 15.1,+ 16.0
Amaury Bitetti,102.832,1-1-0,1,124.000,+ 16.6,- 13.8,+ 0.0,+ 0.0,+ 0.0
Jamall Emmers,102.738,2-2-0,1,107.918,+ 16.6,- 15.3,+ 16.7,- 15.3,+ 0.0
Shinsho Anzai,102.718,2-2-0,0,115.307,- 14.7,+ 16.6,+ 16.7,- 16.0,+ 0.0
Chance Rencountre,102.689,2-2-0,0,116.540,- 16.6,+ 16.9,+ 16.7,- 14.2,+ 0.0
Mike van Arsdale,102.631,2-2-0,0,130.700,- 15.3,- 13.4,+ 15.3,+ 16.0,+ 0.0
Marcio Cruz,102.548,2-2-0,0,130.914,- 14.6,- 17.5,+ 18.7,+ 16.0,+ 0.0
TJ Waldburger,102.531,4-4-0,0,123.853,- 13.9,- 16.8,+ 15.2,- 15.3,+ 16.0
Blagoy Ivanov,102.311,3-4-0,0,164.207,- 13.4,+ 18.1,- 14.4,- 12.8,+ 17.3
Mounir Lazzez,102.224,2-2-0,0,122.267,- 16.9,+ 15.9,- 14.9,+ 18.1,+ 0.0
Nikolas Motta,102.209,1-1-0,1,117.315,+ 15.9,- 13.7,+ 0.0,+ 0.0,+ 0.0
Mike Wilkinson,102.050,2-2-0,0,119.687,- 15.4,+ 16.7,- 15.3,+ 16.0,+ 0.0
Justin Tafa,102.012,3-3-0,2,94.069,+ 17.3,+ 16.8,- 16.0,- 16.0,+ 16.0
Guram Kutateladze,102.006,1-1-0,0,129.897,- 14.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Antoni Hardonk,101.996,4-4-0,0,114.790,- 16.9,- 15.1,+ 15.1,+ 17.3,+ 15.9
Tony Kelley,101.972,2-2-0,0,110.740,- 14.0,+ 16.0,+ 16.0,- 16.0,+ 0.0
Dan Argueta,101.659,1-1-0,1,110.512,+ 16.7,- 15.0,+ 0.0,+ 0.0,+ 0.0
Joe Charles,101.641,2-2-0,0,117.202,- 15.3,+ 16.7,- 15.8,+ 16.0,+ 0.0
Joanne Wood,101.613,8-8-0,1,115.345,+ 17.3,- 14.3,- 15.0,- 15.6,+ 14.9
Travis Fulton,101.574,1-1-0,1,109.547,+ 16.7,- 15.1,+ 0.0,+ 0.0,+ 0.0
Brian Melancon,101.486,1-1-0,0,124.966,- 16.1,+ 17.6,+ 0.0,+ 0.0,+ 0.0
Ryan Janes,101.480,2-2-0,1,108.061,+ 17.4,- 15.9,- 16.0,+ 16.0,+ 0.0
Jonathan Meunier,101.480,1-1-0,1,108.856,+ 16.0,- 14.5,+ 0.0,+ 0.0,+ 0.0
Nick Thompson,101.476,1-1-0,0,124.068,- 14.5,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Jason Saggo,101.464,3-3-0,0,118.466,- 15.5,- 14.4,+ 16.2,+ 16.0,- 16.7
Geza Kalman,101.439,1-1-0,1,108.000,+ 16.7,- 15.3,+ 0.0,+ 0.0,+ 0.0
Dwayne Cason,101.371,1-1-0,0,122.921,- 14.6,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Miguel Torres,101.370,2-2-0,0,115.450,- 14.6,+ 16.0,- 16.0,+ 16.0,+ 0.0
Hunter Azure,101.362,2-2-0,0,115.954,- 15.4,+ 16.0,- 15.8,+ 16.6,+ 0.0
Jutaro Nakao,101.336,1-1-0,0,123.264,- 16.1,+ 17.4,+ 0.0,+ 0.0,+ 0.0
Abubakar Nurmagomedov,101.279,2-2-0,0,106.083,- 12.9,+ 15.3,+ 16.1,- 17.3,+ 0.0
Elise Reed,101.265,3-3-0,1,97.313,+ 15.2,- 14.8,+ 16.7,- 17.3,+ 17.5
Kamuela Kirk,101.247,1-1-0,0,122.565,- 16.6,+ 17.9,+ 0.0,+ 0.0,+ 0.0
Denise Gomes,101.238,1-1-0,1,105.714,+ 16.7,- 15.5,+ 0.0,+ 0.0,+ 0.0
Miguel Baeza,101.202,3-3-0,0,129.449,- 17.5,- 16.0,- 13.8,+ 15.3,+ 18.7
Chris Kelades,101.186,2-2-0,0,114.784,- 15.4,+ 16.6,- 16.7,+ 16.7,+ 0.0
Hector Sandoval,101.136,2-2-0,0,107.710,- 16.8,+ 15.2,+ 17.3,- 14.6,+ 0.0
Dan Christison,101.108,1-1-0,0,119.746,- 14.2,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Erik Koch,101.081,5-5-0,1,110.775,+ 15.9,- 15.1,- 15.7,+ 15.4,- 15.4
Pascal Krauss,101.077,2-2-0,0,114.643,- 16.0,+ 15.2,- 14.1,+ 16.0,+ 0.0
Benito Lopez,101.048,2-2-0,0,113.661,- 15.2,+ 16.1,- 15.4,+ 15.5,+ 0.0
Brianna Fortino,100.963,1-1-0,0,119.180,- 16.4,+ 17.4,+ 0.0,+ 0.0,+ 0.0
Justin McCully,100.959,2-2-0,0,114.139,- 16.8,+ 16.6,- 15.5,+ 16.7,+ 0.0
Paul Buentello,100.946,3-3-0,0,122.633,- 15.1,- 16.7,+ 15.2,- 14.4,+ 15.2
Nick Catone,100.920,4-4-0,1,102.692,+ 16.2,- 15.2,- 16.1,+ 16.0,+ 16.0
Dooho Choi,100.865,3-3-1,1,115.497,+ 0.7,- 17.5,- 16.5,- 14.5,+ 17.2
Stephanie Egger,100.862,3-3-0,0,106.920,- 16.8,+ 15.9,- 16.2,+ 17.2,+ 16.0
Montserrat Conejo,100.854,1-1-0,0,117.282,- 15.1,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Austin Lingo,100.832,2-2-0,0,104.689,- 15.8,+ 16.7,+ 16.0,- 16.0,+ 0.0
Joe Moreira,100.803,1-1-0,1,100.759,+ 16.7,- 15.9,+ 0.0,+ 0.0,+ 0.0
John Lewis,100.785,1-1-0,0,116.527,- 15.2,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Pete Rodriguez,100.770,1-1-0,1,100.368,+ 16.8,- 16.0,+ 0.0,+ 0.0,+ 0.0
Tai Bowden,100.736,1-1-0,1,100.000,+ 16.7,- 16.0,+ 0.0,+ 0.0,+ 0.0
Benji Radach,100.707,1-1-0,0,105.121,- 15.3,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Gilbert Urbina,100.704,1-1-0,1,99.653,+ 16.7,- 16.0,+ 0.0,+ 0.0,+ 0.0
Lance Gibson,100.702,1-1-0,0,115.632,- 15.3,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Nick Sanzo,100.702,1-1-0,0,115.632,- 15.3,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Dan Cramer,100.669,1-1-0,0,115.252,- 15.3,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Junie Browning,100.642,1-1-0,0,114.979,- 15.4,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Eddie Yagin,100.632,1-1-0,1,98.530,+ 17.4,- 16.7,+ 0.0,+ 0.0,+ 0.0
Jose Torres,100.613,1-1-0,0,114.641,- 15.4,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Jesus Pinedo,100.594,1-1-0,0,114.130,- 14.7,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Lance Benoist,100.566,2-2-0,1,104.524,+ 14.5,- 15.8,- 16.0,+ 17.8,+ 0.0
Galore Bofando,100.558,1-1-0,0,113.720,- 14.7,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Noad Lahat,100.538,2-2-0,0,102.885,- 16.0,+ 16.0,+ 18.0,- 17.4,+ 0.0
Nicco Montano,100.525,1-1-0,0,113.355,- 14.7,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Dennis Hallman,100.507,4-5-0,1,128.423,+ 18.2,- 15.1,+ 20.2,+ 19.6,- 13.2
Polyana Viana,100.394,4-4-0,1,92.792,+ 16.0,- 15.9,+ 16.7,+ 17.6,- 17.3
Lavar Johnson,100.385,2-2-0,0,118.027,- 16.2,- 14.7,+ 15.4,+ 15.9,+ 0.0
Chris Barnett,100.358,2-2-0,1,94.402,+ 16.1,- 16.0,+ 14.9,- 14.7,+ 0.0
John Gunther,100.255,1-1-0,0,110.770,- 15.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Ange Loosa,100.206,1-1-0,1,94.315,+ 16.1,- 15.9,+ 0.0,+ 0.0,+ 0.0
Jarred Brooks,100.151,2-2-0,1,100.322,+ 16.8,- 16.0,- 15.9,+ 15.3,+ 0.0
Wesley Correira,100.144,2-2-0,0,100.939,- 15.8,+ 15.2,+ 16.7,- 16.0,+ 0.0
Lucas Alexander,100.140,1-1-0,1,93.564,+ 16.1,- 15.9,+ 0.0,+ 0.0,+ 0.0
Shamil Gamzatov,100.139,1-1-0,0,109.569,- 16.0,+ 16.1,+ 0.0,+ 0.0,+ 0.0
Tsuyoshi Kohsaka,100.116,3-3-0,0,118.147,- 14.5,- 15.1,+ 15.3,- 17.5,+ 16.2
Mike Perry,100.106,7-8-0,0,149.546,- 15.3,- 15.6,+ 17.3,- 14.4,- 13.2
Semmy Schilt,100.099,1-1-0,0,109.459,- 16.7,+ 16.8,+ 0.0,+ 0.0,+ 0.0
Sai Wang,100.037,1-1-0,1,92.401,+ 16.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Brad Kohler,100.034,1-1-0,1,92.000,+ 16.8,- 16.7,+ 0.0,+ 0.0,+ 0.0
Jack Nilson,100.034,1-1-0,1,92.000,+ 16.8,- 16.7,+ 0.0,+ 0.0,+ 0.0
Alex Oliveira,100.018,11-10-0,0,129.631,- 13.9,- 16.5,- 16.5,- 19.0,+ 13.5
Patrick Walsh,100.003,1-1-0,0,108.034,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Ken Stone,100.002,2-2-0,0,100.009,- 16.0,+ 16.0,+ 16.0,- 16.0,+ 0.0
Kevin Jackson,100.001,2-2-0,0,115.640,- 14.5,- 17.5,+ 16.0,+ 16.0,+ 0.0
Iasmin Lucindo,100.000,1-1-0,1,92.000,+ 16.0,- 16.0,+ 0.0,+ 0.0,+ 0.0
Hamdy Abdelwahab,100.000,0-0-0,0,102.681,+ 0.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Robert Drysdale,100.000,0-0-0,0,100.000,+ 0.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Pedro Nobre,100.000,0-0-0,0,112.045,+ 0.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mackens Semerzier,100.000,1-1-0,0,110.421,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Nate Loughran,100.000,1-1-0,0,108.000,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Roman Mitichyan,100.000,1-1-0,0,108.000,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Anthony Torres,100.000,1-1-0,0,108.000,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Ron Faircloth,100.000,0-0-0,0,100.000,+ 0.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Mark Robinson,100.000,0-0-0,0,85.002,+ 0.0,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Steven Graham,100.000,1-1-0,0,108.000,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Todd Medina,100.000,1-1-0,0,108.000,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Orlando Wiet,100.000,1-1-0,0,108.000,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Kleydson Rodrigues,99.998,1-1-0,1,91.592,+ 16.8,- 16.8,+ 0.0,+ 0.0,+ 0.0
Joe Slick,99.995,1-1-0,0,108.333,- 16.8,+ 16.8,+ 0.0,+ 0.0,+ 0.0
Jarjis Danho,99.993,1-1-1,2,94.207,+ 15.9,+ 0.1,- 16.0,+ 0.0,+ 0.0
Kyle Watson,99.967,1-1-0,0,107.646,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Katsuhisa Fujii,99.965,1-1-0,0,107.619,- 16.0,+ 16.0,+ 0.0,+ 0.0,+ 0.0
David Onama,99.930,2-2-0,0,99.723,- 16.6,+ 16.0,+ 17.3,- 16.7,+ 0.0
Chad Anheliger,99.924,1-1-0,0,106.826,- 15.4,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Jason DeLucia,99.900,2-2-0,0,115.451,- 16.8,- 14.6,+ 15.3,+ 16.0,+ 0.0
Keith Rockel,99.897,1-1-0,1,90.438,+ 16.8,- 16.9,+ 0.0,+ 0.0,+ 0.0
Antonina Shevchenko,99.865,4-4-0,1,102.982,+ 15.8,- 14.5,- 17.0,+ 16.2,- 14.6
Igor Araujo,99.854,2-2-0,0,115.683,- 16.0,- 16.8,+ 15.2,+ 17.4,+ 0.0
Viacheslav Borshchev,99.834,2-2-0,1,98.227,+ 16.7,- 15.1,- 17.1,+ 15.2,+ 0.0
James Wilks,99.820,2-2-0,0,107.141,- 16.0,+ 15.2,- 15.4,+ 16.0,+ 0.0
Danny Henry,99.804,2-2-0,0,114.395,- 14.7,- 16.7,+ 15.3,+ 16.0,+ 0.0
Claudio Ribeiro,99.754,1-1-0,1,89.202,+ 16.0,- 16.3,+ 0.0,+ 0.0,+ 0.0
Mark Godbeer,99.708,2-2-0,0,99.073,- 16.8,+ 15.0,+ 16.7,- 15.3,+ 0.0
Tomasz Drwal,99.695,3-3-0,0,107.999,- 17.5,- 16.1,+ 15.1,+ 16.7,+ 16.7
Viviane Pereira,99.673,2-2-0,0,114.464,- 16.1,- 16.8,+ 15.9,+ 16.6,+ 0.0
Dan Bobish,99.557,1-1-0,0,102.971,- 16.0,+ 15.6,+ 0.0,+ 0.0,+ 0.0
Paul Varelans,99.520,4-4-0,0,111.055,- 17.9,+ 15.9,- 14.5,- 16.0,+ 16.0
Akira Corassani,99.502,3-3-0,0,122.362,- 17.4,- 15.4,- 14.9,+ 14.6,+ 16.6
Chris Clements,99.471,2-2-0,0,110.661,- 15.2,+ 16.1,- 15.9,+ 14.5,+ 0.0
Bartosz Fabinski,99.436,3-3-0,0,122.055,- 17.0,- 16.8,- 13.5,+ 14.7,+ 15.9
Sirwan Kakai,99.431,1-1-0,0,101.055,- 15.1,+ 14.5,+ 0.0,+ 0.0,+ 0.0
Sam Adkins,99.430,2-2-0,0,104.730,- 15.9,+ 15.3,- 16.0,+ 16.0,+ 0.0
Daniel Zellhuber,99.400,1-1-0,1,85.132,+ 16.1,- 16.7,+ 0.0,+ 0.0,+ 0.0
Mike Nickels,99.383,1-1-0,0,101.293,- 16.6,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Inoue Mizuki,99.370,1-1-0,0,101.170,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Tony Fryklund,99.358,2-2-0,0,104.514,- 16.6,+ 16.0,- 16.0,+ 16.0,+ 0.0
Jimmy Flick,99.351,1-1-0,0,101.004,- 16.8,+ 16.1,+ 0.0,+ 0.0,+ 0.0
Nick Maximov,99.334,2-2-0,0,112.371,- 16.6,- 16.1,+ 16.0,+ 16.0,+ 0.0
Troy Mandaloniz,99.333,1-1-0,0,100.755,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Mike Ciesnolevicz,99.330,1-1-0,0,100.721,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Nad Narimani,99.329,2-2-0,0,111.632,- 14.5,- 17.4,+ 15.3,+ 16.0,+ 0.0
Carlos Hernandez,99.328,1-1-0,0,100.703,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Andrei Semenov,99.319,1-1-0,0,100.630,- 16.7,+ 16.1,+ 0.0,+ 0.0,+ 0.0
Nick Denis,99.298,1-1-0,0,100.000,- 16.0,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Scott Morris,99.298,1-1-0,0,100.368,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
CJ Vergara,99.286,2-2-0,1,88.066,+ 14.6,- 15.3,+ 16.8,- 16.8,+ 0.0
Kevin Ferguson,99.285,1-1-0,0,99.854,- 16.0,+ 15.3,+ 0.0,+ 0.0,+ 0.0
Scott Bessac,99.274,1-1-0,0,100.109,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Joe Ellenberger,99.264,1-1-0,0,100.000,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Anying Wang,99.264,1-1-0,0,100.000,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
War Machine,99.264,1-1-0,0,100.000,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Dave Strasser,99.264,1-1-0,0,100.000,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Roberto Traven,99.264,1-1-0,0,100.000,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Nah-Shon Burrell,99.254,1-1-0,0,99.897,- 16.7,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Da'Mon Blackshear,99.210,1-1-1,1,92.723,+ 16.1,- 16.0,- 0.9,+ 0.0,+ 0.0
Rony Jason,99.183,4-4-0,0,120.020,- 16.0,- 14.1,- 16.8,+ 16.6,- 17.9
DeAnna Bennett,99.168,0-0-1,1,100.000,- 0.8,+ 0.0,+ 0.0,+ 0.0,+ 0.0
Paul Jones,99.167,1-1-0,0,98.951,- 16.8,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Zac Pauga,99.158,1-1-0,1,82.853,+ 15.2,- 16.0,+ 0.0,+ 0.0,+ 0.0
Tony Gravely,99.156,4-4-0,0,106.369,- 16.5,- 16.8,+ 15.2,+ 15.9,- 15.3
Nick Ring,99.132,3-3-0,0,115.023,- 16.7,- 15.4,+ 16.6,- 16.6,+ 15.3
Danny Castillo,99.117,7-7-0,0,130.301,- 13.8,- 12.9,- 17.2,- 16.0,+ 13.3
Cheyanne Vlismas,99.067,2-2-0,0,94.687,- 16.0,+ 15.2,+ 15.9,- 16.0,+ 0.0
Ramiz Brahimaj,98.973,2-2-0,1,85.566,+ 16.0,- 16.3,+ 16.8,- 17.5,+ 0.0
Joe Duffy,98.858,4-4-0,0,120.813,- 16.6,- 17.8,- 14.0,+ 15.3,+ 14.7
Leah Letson,98.848,1-1-0,0,95.472,- 17.2,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Jimy Hettes,98.805,3-3-0,0,112.824,- 16.0,- 14.4,+ 15.4,- 15.9,+ 14.5
Andrea Lee,98.799,5-5-0,0,115.597,- 13.9,- 15.9,+ 17.2,+ 17.0,- 17.6
Impa Kasanganay,98.776,2-2-0,0,100.298,- 15.9,+ 16.8,- 17.4,+ 15.2,+ 0.0
Naoki Inoue,98.691,1-1-0,0,93.758,- 17.3,+ 16.0,+ 0.0,+ 0.0,+ 0.0
Spencer Fisher,98.688,9-8-0,0,111.494,- 16.2,- 17.0,- 16.9,+ 14.4,- 18.2
Josh Quinlan,98.671,1-1-0,0,93.251,- 16.7,+ 15.4,+ 0.0,+ 0.0,+ 0.0
Francis Marshall,98.668,1-1-0,0,92.798,- 15.9,+ 14.6,+ 0.0,+ 0.0,+ 0.0
Jesse Taylor,98.657,1-1-0,1,77.039,+ 15.4,- 16.7,+ 0.0,+ 0.0,+ 0.0
