Weight class,Method,time
"['Heavyweight', 'Light Heavyweight', 'Heavyweight', ""Women's Strawweight"", 'Lightweight', 'Heavyweight', 'Bantamweight', 'Lightweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Featherweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO']","[('1', '2:41'), ('3', '2:05'), ('2', '2:41'), ('3', '3:39'), ('3', '5:00'), ('1', '2:57'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '0:24')]"
"['Lightweight', 'Flyweight', 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Welterweight', 'Bantamweight', 'Middleweight', 'Featherweight', 'Heavyweight', 'Welterweight', ""Women's Bantamweight""]","['SUB', 'S-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB']","[('1', '3:54'), ('3', '5:00'), ('1', '2:27'), ('1', '2:14'), ('3', '5:00'), ('2', '4:45'), ('3', '5:00'), ('3', '5:00'), ('2', '4:21'), ('1', '1:32'), ('2', '1:00'), ('2', '4:29')]"
"['Light Heavyweight', 'Welterweight', ""Women's Strawweight"", 'Bantamweight', 'Featherweight', 'Heavyweight', ""Women's Strawweight"", 'Heavyweight', 'Light Heavyweight', 'Lightweight', ""Women's Strawweight"", 'Featherweight']","['KO/TKO', 'Overturned', 'U-DEC', 'U-DEC', 'SUB', 'Overturned', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('1', '0:52'), ('2', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:01'), ('2', '0:59'), ('3', '5:00'), ('1', '3:10'), ('3', '5:00'), ('3', '0:49'), ('3', '5:00'), ('1', '2:29')]"
"['Welterweight', 'Featherweight', 'Lightweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Light Heavyweight', 'Middleweight', 'Middleweight', ""Women's Featherweight""]","['U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:41'), ('3', '5:00'), ('5', '5:00')]"
"['Middleweight', 'Middleweight', 'Bantamweight', ""Women's Strawweight"", 'Welterweight', 'Lightweight', ""Women's Bantamweight"", 'Middleweight', 'Featherweight', 'Middleweight', 'Heavyweight']","['SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('1', '1:34'), ('2', '2:21'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:44'), ('1', '1:14'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '3:12')]"
"['Bantamweight', 'Light Heavyweight', 'Heavyweight', 'Bantamweight', 'Featherweight', 'Heavyweight', 'Heavyweight', ""Women's Strawweight"", 'Middleweight', 'Lightweight', 'Welterweight']","['S-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'S-DEC', 'U-DEC', 'M-DEC']","[('3', '5:00'), ('1', '4:10'), ('3', '5:00'), ('2', '3:13'), ('3', '3:19'), ('3', '3:46'), ('3', '1:44'), ('1', '3:19'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"['Middleweight', 'Featherweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Lightweight', 'Welterweight', ""Women's Bantamweight"", 'Flyweight', 'Lightweight', 'Light Heavyweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'M-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'Overturned']","[('1', '1:17'), ('3', '5:00'), ('1', '1:42'), ('3', '5:00'), ('3', '5:00'), ('2', '3:12'), ('2', '2:38'), ('3', '5:00'), ('3', '5:00'), ('2', '3:35'), ('3', '0:59'), ('1', '3:52')]"
"[""Women's Bantamweight"", 'Middleweight', 'Lightweight', 'Welterweight', 'Heavyweight', 'Light Heavyweight', 'Lightweight', 'Featherweight', 'Catch Weight', 'Welterweight', 'Light Heavyweight']","['U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('1', '0:30'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '3:50'), ('2', '0:46'), ('1', '3:05')]"
"['Flyweight', ""Women's Bantamweight"", 'Lightweight', 'Lightweight', 'Light Heavyweight', 'Featherweight', 'Welterweight', 'Featherweight', 'Lightweight', 'Welterweight', ""Women's Strawweight"", 'Middleweight', 'Light Heavyweight']","['U-DEC', 'S-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'KO/TKO', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:21'), ('3', '5:00'), ('3', '1:59'), ('3', '5:00'), ('1', '3:30'), ('1', '2:30'), ('3', '5:00'), ('3', '3:45'), ('2', '3:13'), ('2', '3:37')]"
"[""Women's Bantamweight"", 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Bantamweight', 'Flyweight', 'Lightweight', 'Bantamweight', 'Heavyweight', 'Featherweight', 'Middleweight', ""Women's Strawweight"", 'Flyweight']","['U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'SUB']","[('3', '5:00'), ('1', '4:21'), ('3', '3:52'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '0:28'), ('3', '5:00'), ('3', '5:00'), ('2', '3:28'), ('2', '2:47'), ('3', '4:49')]"
"['Flyweight', 'Welterweight', ""Women's Bantamweight"", ""Women's Strawweight"", 'Lightweight', 'Flyweight', 'Middleweight', 'Welterweight', 'Lightweight', 'Bantamweight', 'Light Heavyweight', 'Lightweight', 'Featherweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'M-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC']","[('1', '4:24'), ('1', '3:30'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:06'), ('3', '5:00'), ('2', '1:05'), ('3', '5:00'), ('3', '5:00'), ('2', '2:11'), ('1', '1:38'), ('5', '5:00')]"
"['Light Heavyweight', 'Featherweight', ""Women's Strawweight"", 'Lightweight', 'Heavyweight', 'Featherweight', 'Lightweight', 'Middleweight', 'Featherweight', 'Welterweight', ""Women's Strawweight"", 'Heavyweight']","['SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'CNC', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO']","[('1', '2:21'), ('3', '5:00'), ('3', '5:00'), ('1', '2:39'), ('2', '3:36'), ('3', '0:39'), ('2', '4:02'), ('3', '5:00'), ('2', '5:00'), ('3', '5:00'), ('5', '5:00'), ('1', '2:22')]"
"['Lightweight', 'Welterweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Bantamweight', 'Middleweight', 'Welterweight', 'Welterweight', 'Welterweight', 'Light Heavyweight', 'Light Heavyweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '0:07'), ('3', '5:00'), ('3', '4:37'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:00'), ('3', '5:00'), ('3', '5:00'), ('2', '2:29'), ('1', '0:28'), ('5', '1:07')]"
"['Flyweight', 'Welterweight', ""Women's Strawweight"", 'Bantamweight', 'Bantamweight', 'Middleweight', 'Bantamweight', 'Welterweight', 'Middleweight', 'Middleweight', ""Women's Strawweight"", 'Featherweight']","['KO/TKO', 'SUB', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO']","[('2', '5:00'), ('2', '4:48'), ('3', '5:00'), ('1', '1:48'), ('1', '2:57'), ('2', '3:49'), ('3', '5:00'), ('2', '2:01'), ('2', '1:06'), ('3', '5:00'), ('1', '3:03'), ('3', '4:13')]"
"[""Women's Strawweight"", 'Welterweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Flyweight', 'Light Heavyweight', 'Lightweight', 'Middleweight', 'Heavyweight']","['U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:37'), ('3', '5:00'), ('1', '0:49'), ('1', '0:22'), ('2', '3:02'), ('1', '1:16'), ('4', '3:51')]"
"[""Women's Bantamweight"", 'Flyweight', 'Bantamweight', 'Welterweight', 'Flyweight', 'Featherweight', 'Heavyweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Heavyweight', ""Women's Bantamweight""]","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('1', '4:09'), ('3', '5:00'), ('2', '3:19'), ('2', '5:00'), ('1', '1:44'), ('1', '1:12'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '1:09')]"
"['Light Heavyweight', 'Lightweight', 'Featherweight', 'Lightweight', ""Women's Strawweight"", 'Middleweight', 'Lightweight', 'Featherweight', 'Welterweight', 'Light Heavyweight', ""Women's Strawweight"", 'Middleweight', 'Lightweight']","['KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'M-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB']","[('1', '1:21'), ('3', '5:00'), ('2', '4:24'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '0:29'), ('3', '5:00'), ('2', '0:46'), ('1', '4:37')]"
"['Featherweight', ""Women's Strawweight"", 'Light Heavyweight', 'Welterweight', ""Women's Strawweight"", 'Light Heavyweight', 'Middleweight', 'Light Heavyweight', 'Lightweight', 'Welterweight', 'Lightweight']","['U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'KO/TKO']","[('3', '5:00'), ('2', '0:53'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:08'), ('3', '5:00'), ('2', '0:43'), ('2', '4:48')]"
"['Light Heavyweight', 'Featherweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Heavyweight', 'Bantamweight', 'Lightweight', 'Heavyweight', 'Heavyweight', 'Middleweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'M-DEC', 'U-DEC']","[('2', '2:54'), ('3', '5:00'), ('3', '5:00'), ('2', '2:04'), ('3', '1:27'), ('2', '3:44'), ('2', '4:36'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"[""Women's Bantamweight"", 'Bantamweight', 'Lightweight', 'Welterweight', 'Flyweight', 'Welterweight', 'Heavyweight', 'Light Heavyweight', 'Middleweight', 'Lightweight', ""Women's Strawweight"", 'Welterweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","[('2', '2:53'), ('3', '5:00'), ('3', '5:00'), ('1', '2:10'), ('3', '2:31'), ('2', '3:59'), ('3', '5:00'), ('1', '4:56'), ('3', '5:00'), ('1', '3:57'), ('3', '5:00'), ('1', '1:22')]"
"['Lightweight', 'Featherweight', 'Heavyweight', 'Bantamweight', 'Featherweight', 'Heavyweight', 'Welterweight', 'Middleweight', 'Welterweight', 'Bantamweight', 'Light Heavyweight', 'Featherweight', 'Middleweight']","['U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('1', '2:51'), ('1', '2:18'), ('3', '5:00'), ('3', '5:00'), ('2', '1:50'), ('1', '2:54'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '3:45')]"
"['Lightweight', 'Flyweight', ""Women's Strawweight"", 'Featherweight', 'Featherweight', 'Catch Weight', 'Featherweight', 'Light Heavyweight', 'Welterweight', ""Women's Featherweight"", 'Welterweight', 'Light Heavyweight']","['KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'Overturned']","[('1', '3:04'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '2:59'), ('3', '5:00'), ('1', '4:34'), ('1', '0:42'), ('3', '5:00'), ('3', '1:56'), ('5', '5:00'), ('3', '3:01')]"
"['Lightweight', 'Flyweight', 'Bantamweight', 'Bantamweight', 'Flyweight', 'Middleweight', 'Bantamweight', 'Middleweight', 'Featherweight', 'Welterweight', ""Women's Strawweight"", 'Flyweight']","['SUB', 'SUB', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC']","[('1', '2:01'), ('1', '3:56'), ('3', '5:00'), ('1', '2:01'), ('1', '0:15'), ('1', '3:50'), ('3', '5:00'), ('3', '5:00'), ('1', '0:26'), ('1', '1:44'), ('3', '5:00'), ('5', '5:00')]"
"['Lightweight', 'Light Heavyweight', 'Featherweight', 'Light Heavyweight', 'Lightweight', 'Lightweight', 'Lightweight', 'Welterweight', 'Welterweight', ""Women's Bantamweight"", 'Middleweight', 'Heavyweight']","['KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('1', '4:28'), ('2', '2:32'), ('2', '4:22'), ('3', '5:00'), ('3', '5:00'), ('3', '1:26'), ('1', '1:24'), ('3', '5:00'), ('3', '5:00'), ('3', '4:54'), ('2', '3:10'), ('3', '3:30')]"
"['Lightweight', 'Heavyweight', 'Lightweight', 'Featherweight', ""Women's Bantamweight"", ""Women's Bantamweight"", 'Featherweight', 'Light Heavyweight', 'Flyweight', 'Welterweight', ""Women's Bantamweight""]","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'S-DEC']","[('3', '0:49'), ('3', '5:00'), ('2', '4:36'), ('3', '5:00'), ('1', '2:51'), ('2', '4:16'), ('3', '5:00'), ('3', '5:00'), ('2', '0:25'), ('1', '3:43'), ('5', '5:00')]"
"['Lightweight', 'Middleweight', 'Heavyweight', 'Lightweight', 'Heavyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Middleweight']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO']","[('2', '4:55'), ('2', '2:25'), ('1', '0:24'), ('3', '5:00'), ('3', '5:00'), ('1', '2:48'), ('2', '2:11'), ('3', '2:33'), ('1', '1:19'), ('2', '4:05')]"
"['Welterweight', 'Welterweight', ""Women's Strawweight"", 'Welterweight', 'Flyweight', 'Featherweight', 'Light Heavyweight', 'Lightweight', ""Women's Strawweight"", 'Light Heavyweight']","['U-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:30'), ('3', '5:00'), ('1', '4:45'), ('1', '1:30'), ('3', '5:00'), ('1', '1:50')]"
"['Middleweight', 'Flyweight', 'Flyweight', ""Women's Strawweight"", 'Lightweight', 'Bantamweight', 'Lightweight', ""Women's Flyweight"", 'Heavyweight', 'Flyweight', 'Lightweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'M-DEC', 'SUB', 'SUB', 'SUB', 'SUB']","[('3', '5:00'), ('1', '1:38'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:54'), ('1', '1:05'), ('5', '3:15'), ('3', '4:02')]"
"['Featherweight', ""Women's Bantamweight"", 'Welterweight', 'Featherweight', 'Middleweight', 'Bantamweight', 'Lightweight', 'Middleweight', 'Light Heavyweight', ""Women's Strawweight"", 'Welterweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('2', '2:33'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '3:39'), ('3', '5:00'), ('3', '5:00'), ('2', '3:02'), ('3', '5:00'), ('1', '4:20')]"
"['Heavyweight', 'Flyweight', 'Welterweight', 'Lightweight', 'Middleweight', 'Welterweight', 'Bantamweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Welterweight', 'Middleweight']","['SUB', 'S-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO']","[('1', '2:08'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:30'), ('2', '4:08'), ('3', '5:00'), ('1', '4:59'), ('3', '5:00'), ('1', '4:03'), ('3', '5:00'), ('1', '2:30')]"
"['Bantamweight', 'Heavyweight', 'Welterweight', 'Light Heavyweight', 'Heavyweight', 'Lightweight', 'Middleweight', 'Welterweight', ""Women's Strawweight"", 'Bantamweight', 'Middleweight']","['KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'DQ', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB']","[('3', '1:58'), ('2', '1:39'), ('3', '5:00'), ('3', '1:25'), ('1', '4:29'), ('2', '4:59'), ('2', '1:23'), ('3', '5:00'), ('1', '3:03'), ('2', '2:41'), ('3', '4:23')]"
"['Middleweight', 'Light Heavyweight', 'Welterweight', ""Women's Strawweight"", 'Lightweight', ""Women's Strawweight"", 'Bantamweight', 'Lightweight', 'Bantamweight', 'Middleweight', 'Heavyweight', 'Welterweight', 'Lightweight']","['SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('1', '3:41'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:07'), ('3', '1:50'), ('3', '5:00'), ('3', '5:00'), ('1', '3:44'), ('3', '2:08')]"
"['Heavyweight', 'Flyweight', ""Women's Strawweight"", 'Lightweight', 'Heavyweight', 'Lightweight', 'Flyweight', 'Catch Weight', 'Middleweight', 'Welterweight', 'Welterweight', ""Women's Flyweight"", 'Heavyweight']","['U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'S-DEC', 'S-DEC', 'U-DEC']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:35'), ('2', '2:05'), ('3', '2:38'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"['Heavyweight', 'Featherweight', ""Women's Bantamweight"", 'Heavyweight', 'Featherweight', ""Women's Strawweight"", 'Welterweight', 'Featherweight', 'Welterweight', 'Featherweight', 'Welterweight', 'Middleweight']","['SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'SUB', 'SUB', 'S-DEC', 'KO/TKO', 'KO/TKO']","[('2', '2:33'), ('3', '5:00'), ('3', '5:00'), ('1', '1:24'), ('1', '4:16'), ('3', '5:00'), ('1', '0:15'), ('3', '4:30'), ('2', '3:22'), ('3', '5:00'), ('1', '2:57'), ('1', '2:30')]"
"[""Women's Flyweight"", ""Women's Flyweight"", ""Women's Flyweight"", 'Middleweight', ""Women's Flyweight"", 'Bantamweight', ""Women's Flyweight"", 'Middleweight', ""Women's Flyweight"", 'Bantamweight', ""Women's Flyweight""]","['SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'M-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC']","[('1', '2:12'), ('2', '2:53'), ('1', '1:40'), ('3', '0:58'), ('1', '2:00'), ('1', '0:30'), ('3', '5:00'), ('2', '2:18'), ('3', '5:00'), ('3', '5:00'), ('5', '5:00')]"
"['Heavyweight', 'Light Heavyweight', 'Welterweight', ""Women's Strawweight"", ""Women's Strawweight"", 'Lightweight', 'Welterweight', 'Lightweight', ""Women's Strawweight"", 'Lightweight', 'Flyweight', 'Heavyweight', 'Featherweight']","['KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO']","[('1', '2:33'), ('1', '3:39'), ('1', '4:21'), ('2', '4:34'), ('3', '5:00'), ('3', '5:00'), ('3', '2:02'), ('2', '4:06'), ('3', '5:00'), ('3', '3:59'), ('3', '5:00'), ('1', '1:42'), ('3', '4:51')]"
"['Middleweight', 'Lightweight', 'Bantamweight', 'Bantamweight', 'Bantamweight', 'Bantamweight', ""Women's Flyweight"", 'Bantamweight', 'Middleweight', 'Lightweight', 'Bantamweight', 'Featherweight', 'Featherweight']","['KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB']","[('3', '2:27'), ('3', '0:50'), ('3', '5:00'), ('3', '5:00'), ('2', '1:54'), ('2', '1:06'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '1:07'), ('3', '5:00'), ('2', '3:22')]"
"['Welterweight', 'Middleweight', 'Lightweight', 'Welterweight', 'Welterweight', 'Middleweight', 'Light Heavyweight', 'Light Heavyweight', 'Welterweight', 'Featherweight', 'Welterweight']","['U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC']","[('3', '5:00'), ('2', '2:14'), ('3', '5:00'), ('1', '0:59'), ('1', '4:10'), ('2', '2:42'), ('3', '5:00'), ('1', '2:45'), ('3', '5:00'), ('1', '4:33'), ('5', '5:00')]"
"['Bantamweight', 'Flyweight', 'Middleweight', 'Featherweight', 'Light Heavyweight', 'Welterweight', ""Women's Strawweight"", 'Lightweight', 'Lightweight', ""Women's Featherweight""]","['SUB', 'U-DEC', 'M-DEC', 'U-DEC', 'Overturned', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC']","[('2', '1:41'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '0:42'), ('3', '5:00'), ('5', '5:00')]"
"['Featherweight', ""Women's Strawweight"", ""Women's Flyweight"", 'Bantamweight', ""Women's Bantamweight"", 'Lightweight', 'Lightweight', 'Featherweight', 'Welterweight', ""Women's Flyweight"", 'Featherweight']","['U-DEC', 'U-DEC', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO']","[('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '4:53'), ('3', '5:00'), ('1', '1:00'), ('3', '5:00'), ('2', '2:22'), ('3', '5:00'), ('3', '5:00'), ('2', '2:36')]"
"['Lightweight', 'Featherweight', 'Featherweight', 'Flyweight', 'Welterweight', 'Featherweight', 'Bantamweight', 'Light Heavyweight', 'Featherweight', 'Light Heavyweight', 'Heavyweight']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC']","[('1', '0:57'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '3:47'), ('3', '5:00'), ('2', '2:24'), ('3', '5:00'), ('3', '0:32'), ('2', '2:00'), ('5', '5:00')]"
"['Featherweight', 'Welterweight', 'Lightweight', ""Women's Flyweight"", ""Women's Strawweight"", ""Women's Flyweight"", 'Featherweight', 'Lightweight', 'Welterweight', 'Lightweight', 'Featherweight', 'Middleweight']","['KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'KO/TKO']","[('2', '3:48'), ('2', '4:21'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('1', '2:47'), ('3', '5:00'), ('3', '5:00'), ('1', '4:46'), ('3', '5:00'), ('1', '3:50')]"
"['Flyweight', 'Bantamweight', ""Women's Strawweight"", 'Lightweight', 'Welterweight', 'Middleweight', 'Bantamweight', 'Heavyweight', 'Lightweight', ""Women's Flyweight"", 'Middleweight']","['KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'S-DEC']","[('2', '4:34'), ('1', '1:06'), ('1', '3:50'), ('3', '5:00'), ('3', '5:00'), ('2', '1:03'), ('3', '5:00'), ('3', '5:00'), ('3', '5:00'), ('2', '4:25'), ('5', '5:00')]"
