Fighter,Peak Elo,Year Achieved,UFC Record,Avg. Opp. Elo
Josh Fremd,100.000,Never achieved,1-2-0,90.826
AJ Fletcher,100.000,Never achieved,1-2-0,104.705
Ramona Pascual,100.000,Never achieved,0-3-0,100.617
Jay Perrin,100.000,Never achieved,0-3-0,95.413
AJ Dobson,100.000,Never achieved,0-2-0,101.347
Blood Diamond,100.000,Never achieved,0-2-0,100.933
Tresean Gore,100.000,Never achieved,1-2-0,100.242
Denys Bondar,100.000,Never achieved,0-1-0,86.835
Saimon Oliveira,100.000,Never achieved,0-2-0,100.643
Genaro Valdez,100.000,Never achieved,0-2-0,92.060
Joseph Holmes,100.000,Never achieved,1-3-0,91.242
Darian Weeks,100.000,Never achieved,0-3-0,100.774
Bruno Souza,100.000,Never achieved,0-2-0,107.048
CJ Vergara,100.000,Never achieved,2-2-0,88.066
Maria Oliveira,100.000,Never achieved,1-3-0,88.472
Daniel Lacerda,100.000,Never achieved,0-4-0,95.452
Zviad Lazishvili,100.000,Never achieved,0-1-0,114.646
Erick Gonzalez,100.000,Never achieved,0-3-0,117.489
Istela Nunes,100.000,Never achieved,0-3-0,90.499
Silvana Gomez Juarez,100.000,Never achieved,1-3-0,85.392
Mike Breeden,100.000,Never achieved,0-2-0,105.565
Martin Sano,100.000,Never achieved,0-1-0,114.638
Mandy Bohm,100.000,Never achieved,1-2-0,64.889
Brandon Jenkins,100.000,Never achieved,0-2-0,115.579
Liudvik Sholinian,100.000,Never achieved,0-2-0,114.754
Micheal Gillmore,100.000,Never achieved,0-2-0,91.462
Collin Anglin,100.000,Never achieved,0-2-0,106.298
Orion Cosce,100.000,Never achieved,1-2-0,84.053
Kris Moutinho,100.000,Never achieved,0-2-0,108.071
Juancamilo Ronderos,100.000,Never achieved,0-2-0,115.657
Rong Zhu,100.000,Never achieved,1-2-0,90.676
Liang Na,100.000,Never achieved,0-2-0,74.736
Dakota Bush,100.000,Never achieved,0-2-0,93.825
Fabio Cherant,100.000,Never achieved,0-3-0,95.029
Harry Hunsucker,100.000,Never achieved,0-3-0,99.983
Jesse Strader,100.000,Never achieved,0-2-0,108.491
JP Buys,100.000,Never achieved,0-3-0,95.737
Marcelo Rojo,100.000,Never achieved,0-3-0,106.123
Gloria de Paula,100.000,Never achieved,1-3-0,80.339
Drako Rodriguez,100.000,Never achieved,0-2-0,77.426
Gaetano Pirrello,100.000,Never achieved,0-2-0,119.398
Victoria Leonardo,100.000,Never achieved,1-3-0,103.689
Sam Hughes,100.000,Never achieved,3-4-0,107.757
Josh Parisian,100.000,Never achieved,2-3-0,78.586
Jared Gooden,100.000,Never achieved,1-4-0,112.653
Dustin Stoltzfus,100.000,Never achieved,1-4-0,103.904
Louis Cosce,100.000,Never achieved,0-2-0,107.550
Jamey Simmons,100.000,Never achieved,0-2-0,122.115
Ramiz Brahimaj,100.000,Never achieved,2-2-0,85.566
Charlie Ontiveros,100.000,Never achieved,0-3-0,113.826
Victor Rodriguez,100.000,Never achieved,0-2-0,93.086
Kevin Natividad,100.000,Never achieved,0-3-0,99.840
Liliya Shakirova,100.000,Never achieved,0-1-0,122.736
Mark Striegl,100.000,Never achieved,0-2-0,138.127
Alan Baudot,100.000,Never achieved,0-4-0,103.054
KB Bhullar,100.000,Never achieved,0-2-0,106.606
Cameron Else,100.000,Never achieved,0-2-0,91.712
Jordan Williams,100.000,Never achieved,0-3-0,108.215
Sarah Alpar,100.000,Never achieved,0-2-0,97.339
TJ Laramie,100.000,Never achieved,0-2-0,116.383
Jerome Rivera,100.000,Never achieved,0-4-0,85.586
Kevin Croom,100.000,Never achieved,0-3-0,129.811
Roque Martinez,100.000,Never achieved,0-3-0,84.234
Ray Rodriguez,100.000,Never achieved,0-2-0,150.764
Austin Springer,100.000,Never achieved,0-1-0,123.571
Carlton Minus,100.000,Never achieved,0-2-0,96.060
Alexander Munoz,100.000,Never achieved,0-2-0,115.303
Peter Barrett,100.000,Never achieved,0-2-0,114.549
Ali AlQaisi,100.000,Never achieved,0-2-0,84.694
Vince Cachero,100.000,Never achieved,0-2-0,92.343
Rhys McKee,100.000,Never achieved,0-2-0,125.743
Jai Herbert,100.000,Never achieved,2-3-1,131.754
Niklas Stolze,100.000,Never achieved,0-3-0,97.158
Roman Bogatov,100.000,Never achieved,0-1-0,190.493
Zhalgas Zhumagulov,100.000,Never achieved,1-5-0,93.514
Max Rohskopf,100.000,Never achieved,0-1-0,86.313
Zarrukh Adashev,100.000,Never achieved,1-3-0,89.300
Anthony Ivy,100.000,Never achieved,0-2-0,103.166
Ike Villanueva,100.000,Never achieved,1-5-0,80.136
Aalon Cruz,100.000,Never achieved,0-2-0,100.000
Shanna Young,100.000,Never achieved,1-3-0,96.126
Jacob Kilburn,100.000,Never achieved,0-2-0,92.000
Mallory Martin,100.000,Never achieved,1-3-0,83.536
Antonio Arroyo,100.000,Never achieved,0-3-0,94.493
Isabela de Padua,100.000,Never achieved,0-1-0,69.429
Ben Sosoli,100.000,Never achieved,0-1-0,113.568
Diana Belbita,100.000,Never achieved,2-3-0,86.661
Maki Pitolo,100.000,Never achieved,1-5-0,92.394
Zarah Fairn,100.000,Never achieved,0-3-0,106.629
Vanessa Melo,100.000,Never achieved,1-3-0,97.314
Liana Jojua,100.000,Never achieved,1-3-0,78.975
Khadis Ibragimov,100.000,Never achieved,0-4-0,105.657
Kazula Vargas,100.000,Never achieved,1-3-0,99.633
Cole Williams,100.000,Never achieved,0-2-0,124.229
Hannah Goldy,100.000,Never achieved,1-3-0,95.231
Yoshinori Horie,100.000,Never achieved,0-1-0,116.129
Gabriel Silva,100.000,Never achieved,0-2-0,110.652
Domingo Pilarte,100.000,Never achieved,0-2-0,97.087
John Allan,100.000,Never achieved,0-2-0,111.453
Nohelin Hernandez,100.000,Never achieved,0-2-0,123.918
Journey Newson,100.000,Never achieved,1-4-0,102.445
Dequan Townsend,100.000,Never achieved,0-4-0,92.186
Grigory Popov,100.000,Never achieved,0-2-0,79.454
Sung Bin Jo,100.000,Never achieved,0-1-0,54.177
Rostem Akman,100.000,Never achieved,0-2-0,122.133
Duda Santana,100.000,Never achieved,0-1-0,100.000
Danilo Belluardo,100.000,Never achieved,0-2-0,92.368
Derrick Krantz,100.000,Never achieved,0-2-0,151.479
Carlos Huachin,100.000,Never achieved,0-2-0,130.526
Kyle Prepolec,100.000,Never achieved,0-2-0,106.464
Thomas Gifford,100.000,Never achieved,0-2-0,101.041
Alen Amedovski,100.000,Never achieved,0-4-0,90.343
Alex Da Silva,100.000,Never achieved,1-3-0,111.957
Zelim Imadaev,100.000,Never achieved,0-3-0,91.443
Boston Salmon,100.000,Never achieved,0-2-0,83.378
Ryan MacDonald,100.000,Never achieved,0-2-0,89.582
Jeff Hughes,100.000,Never achieved,0-3-0,108.398
Marcos Mariano,100.000,Never achieved,0-2-0,90.337
Sarah Frota,100.000,Never achieved,0-2-0,121.197
Vinicius Moreira,100.000,Never achieved,0-4-0,85.681
Kyle Stewart,100.000,Never achieved,0-2-0,85.483
Bevon Lewis,100.000,Never achieved,1-3-0,94.747
Jordan Griffin,100.000,Never achieved,1-4-0,112.103
Kyle Nelson,100.000,Never achieved,2-4-1,107.961
Suman Mokhtarian,100.000,Never achieved,0-2-0,84.339
Alex Gorgees,100.000,Never achieved,0-1-0,100.000
Justin Frazier,100.000,Never achieved,0-1-0,100.000
Michel Batista,100.000,Never achieved,0-1-0,100.000
Julija Stoliarenko,100.000,Never achieved,1-5-0,105.355
Martin Day,100.000,Never achieved,0-4-0,92.878
Anderson Dos Santos,100.000,Never achieved,1-3-0,100.663
Bobby Moffett,100.000,Never achieved,0-2-0,134.116
Te Edwards,100.000,Never achieved,0-2-0,108.900
Jin Soo Son,100.000,Never achieved,0-2-0,100.683
Adam Yandiev,100.000,Never achieved,0-1-0,147.809
Stefan Sekulic,100.000,Never achieved,0-2-0,120.014
Matt Sayles,100.000,Never achieved,1-3-0,100.759
David Zawada,100.000,Never achieved,1-4-0,137.077
Elias Garcia,100.000,Never achieved,0-2-0,91.286
Joe Giannetti,100.000,Never achieved,0-1-0,100.000
Jay Cucciniello,100.000,Never achieved,0-1-0,100.000
Richie Smullen,100.000,Never achieved,0-1-0,100.000
Allan Zuniga,100.000,Never achieved,0-1-0,100.000
Tyler Diamond,100.000,Never achieved,0-1-0,100.000
Hector Aldana,100.000,Never achieved,0-3-0,104.873
Craig White,100.000,Never achieved,0-2-0,176.638
Ricky Rainey,100.000,Never achieved,0-2-0,105.966
Dan Moret,100.000,Never achieved,0-3-0,103.993
John Phillips,100.000,Never achieved,1-5-0,92.951
Marcin Prachnio,100.000,Never achieved,3-4-0,95.462
Tim Williams,100.000,Never achieved,0-2-0,116.928
Maia Stevenson,100.000,Never achieved,0-1-0,100.000
Austin Arnett,100.000,Never achieved,1-3-0,96.867
Matt Bessette,100.000,Never achieved,0-2-0,106.859
Barb Honchak,100.000,Never achieved,0-2-0,69.130
DeAnna Bennett,100.000,Never achieved,0-0-1,100.000
Christina Marks,100.000,Never achieved,0-1-0,100.000
Karine Gevorgyan,100.000,Never achieved,0-1-0,100.000
Ariel Beck,100.000,Never achieved,0-1-0,100.000
Bharat Kandare,100.000,Never achieved,0-1-0,100.000
Wulijiburen,100.000,Never achieved,0-3-0,84.134
Hu Yaozong,100.000,Never achieved,0-3-0,83.164
Jodie Esquibel,100.000,Never achieved,0-4-0,85.678
Salim Touahri,100.000,Never achieved,0-3-0,108.951
Kalindra Faria,100.000,Never achieved,0-3-0,81.576
Alex Reyes,100.000,Never achieved,0-1-0,134.491
Azunna Anyanwu,100.000,Never achieved,0-1-0,131.264
Rob Wilkinson,100.000,Never achieved,0-2-0,102.707
Talita Bernardo,100.000,Never achieved,1-3-0,95.194
Mike Santiago,100.000,Never achieved,0-3-0,90.260
Robert Sanchez,100.000,Never achieved,1-2-0,88.914
Tonya Evinger,100.000,Never achieved,0-3-0,110.914
James Mulheron,100.000,Never achieved,0-1-0,100.000
Daniel Teymur,100.000,Never achieved,1-4-0,100.167
Terrion Ware,100.000,Never achieved,0-4-0,92.178
James Bochnovic,100.000,Never achieved,0-2-0,92.408
Nick Roehrick,100.000,Never achieved,0-1-0,104.849
Tom Gallicchio,100.000,Never achieved,0-1-0,119.319
Michel Quinones,100.000,Never achieved,0-2-0,106.312
Rolando Dy,100.000,Never achieved,1-3-0,93.255
Carls John De Tomas,100.000,Never achieved,0-2-0,100.000
Ashkan Mokhtarian,100.000,Never achieved,0-2-0,96.259
Chan-Mi Jeon,100.000,Never achieved,0-2-0,91.999
Oliver Enkamp,100.000,Never achieved,0-2-0,122.282
Rashad Coulter,100.000,Never achieved,1-3-0,79.492
Cindy Dandois,100.000,Never achieved,0-1-0,127.187
Pearl Gonzalez,100.000,Never achieved,0-2-0,108.001
Daniel Spitz,100.000,Never achieved,1-3-0,80.357
Andre Soukhamthath,100.000,Never achieved,2-5-0,102.546
Bobby Nash,100.000,Never achieved,0-3-0,108.857
Eric Shelton,100.000,Never achieved,2-4-0,102.447
Devin Powell,100.000,Never achieved,1-3-0,92.724
Saparbeg Safarov,100.000,Never achieved,1-3-0,108.563
Ashley Yoder,100.000,Never achieved,3-7-0,91.788
Brian Camozzi,100.000,Never achieved,0-3-0,115.197
Kwan Ho Kwak,100.000,Never achieved,0-2-0,84.947
Charlie Ward,100.000,Never achieved,0-2-0,100.000
Marcin Held,100.000,Never achieved,1-3-0,123.855
CM Punk,100.000,Never achieved,0-1-0,100.000
Michael McBride,100.000,Never achieved,0-2-0,136.140
Jason Gonzalez,100.000,Never achieved,1-3-0,111.664
Jim Wallhead,100.000,Never achieved,0-2-0,91.635
Veronica Hardy,100.000,Never achieved,2-4-0,105.093
Christian Colombo,100.000,Never achieved,0-2-1,94.913
Alex Ricci,100.000,Never achieved,0-2-0,111.325
Sabah Homasi,100.000,Never achieved,0-3-0,120.734
Chris Avila,100.000,Never achieved,0-2-0,83.208
Joseph Gigliotti,100.000,Never achieved,0-2-0,103.465
Jason Novelli,100.000,Never achieved,0-2-0,123.249
Chase Sherman,100.000,Never achieved,4-11-0,102.454
Bojan Mihajlovic,100.000,Never achieved,0-3-0,105.345
JC Cottrell,100.000,Never achieved,0-2-0,100.374
Dmitrii Smoliakov,100.000,Never achieved,0-3-0,83.534
Cory Hendricks,100.000,Never achieved,0-1-0,100.000
Alberto Uda,100.000,Never achieved,0-2-0,91.719
Luan Chagas,100.000,Never achieved,1-2-1,116.475
Anna Elmose,100.000,Never achieved,0-2-0,99.633
Cody East,100.000,Never achieved,0-2-0,69.451
Cristina Stanciu,100.000,Never achieved,0-2-0,84.669
Filip Pejic,100.000,Never achieved,0-1-0,83.288
Cyril Asker,100.000,Never achieved,2-3-0,91.631
Jarjis Danho,100.000,Never achieved,1-1-1,94.207
Thibault Gouti,100.000,Never achieved,1-5-0,107.026
Martin Svensson,100.000,Never achieved,0-1-0,100.000
Leonardo Guimaraes,100.000,Never achieved,0-2-0,91.998
Kelly Faszholz,100.000,Never achieved,0-2-0,83.663
Damian Grabowski,100.000,Never achieved,0-3-0,99.557
Felipe Olivieri,100.000,Never achieved,0-1-0,71.364
Mehdi Baghdad,100.000,Never achieved,0-2-0,130.514
Joey Gomez,100.000,Never achieved,0-2-0,107.892
Elvis Mutapcic,100.000,Never achieved,0-2-1,96.412
Jocelyn Jones-Lybarger,100.000,Never achieved,0-3-0,95.145
Marcin Wrzosek,100.000,Never achieved,0-1-0,100.000
Abner Lloveras,100.000,Never achieved,0-1-0,100.000
Enrique Marin,100.000,Never achieved,0-2-0,106.934
Horacio Gutierrez,100.000,Never achieved,0-2-0,107.028
Vernon Ramos Ho,100.000,Never achieved,0-1-0,100.000
Cesar Arzamendia,100.000,Never achieved,0-2-0,92.396
Anton Zafir,100.000,Never achieved,0-2-0,91.364
Bruno Korea,100.000,Never achieved,0-1-0,100.000
Yusuke Kasuya,100.000,Never achieved,0-2-0,108.015
Roger Zapata,100.000,Never achieved,0-1-0,84.000
Nazareno Malegarie,100.000,Never achieved,0-1-0,100.000
Daniel Jolly,100.000,Never achieved,0-2-0,84.368
Fernando Bruno,100.000,Never achieved,0-2-0,122.285
Dileno Lopes,100.000,Never achieved,0-2-0,92.778
Jessica Aguilar,100.000,Never achieved,1-4-0,97.872
Chris de la Rocha,100.000,Never achieved,1-3-0,87.646
Hayder Hassan,100.000,Never achieved,0-2-0,92.000
Dominic Waters,100.000,Never achieved,0-3-0,140.962
Joe Merritt,100.000,Never achieved,0-1-0,103.134
Lewis Gonzalez,100.000,Never achieved,0-1-0,86.155
Steve Montgomery,100.000,Never achieved,0-2-0,107.713
Steve Kennedy,100.000,Never achieved,0-2-0,78.527
Lukasz Sajewski,100.000,Never achieved,0-3-0,110.007
Ericka Almeida,100.000,Never achieved,0-2-0,99.633
Leo Kuntz,100.000,Never achieved,0-2-0,92.334
Jonavin Webb,100.000,Never achieved,0-2-0,97.736
Izabela Badurek,100.000,Never achieved,0-1-0,100.000
Rocky Lee,100.000,Never achieved,0-1-0,100.000
Bentley Syler,100.000,Never achieved,0-1-0,100.000
Alex Torres,100.000,Never achieved,0-1-0,100.000
Cody Pfister,100.000,Never achieved,1-3-0,95.657
Anthony Christodoulou,100.000,Never achieved,0-2-0,107.663
Paul Redmond,100.000,Never achieved,0-2-0,108.602
Konstantin Erokhin,100.000,Never achieved,0-2-0,98.407
Antonio Dos Santos,100.000,Never achieved,0-2-0,78.660
Lisa Ellis,100.000,Never achieved,0-2-0,92.000
Seo Hee Ham,100.000,Never achieved,1-3-0,92.191
Angela Magana,100.000,Never achieved,0-3-0,94.677
Alex Chambers,100.000,Never achieved,1-4-0,103.200
Emily Kagan,100.000,Never achieved,0-2-0,84.000
Justin Jones,100.000,Never achieved,0-2-0,100.090
Josh Copeland,100.000,Never achieved,0-2-0,123.266
Kailin Curran,100.000,Never achieved,1-6-0,97.714
Leonardo Morales,100.000,Never achieved,0-2-0,92.000
Humberto Brown Morrison,100.000,Never achieved,0-1-0,100.000
Jorge de Oliveira,100.000,Never achieved,0-2-0,84.368
Rodolfo Rubio Perez,100.000,Never achieved,0-1-0,100.000
Roman Salazar,100.000,Never achieved,0-2-0,90.005
Marcin Bandel,100.000,Never achieved,0-2-0,99.647
Rin Nakai,100.000,Never achieved,0-2-0,85.118
Wendell Oliveira Marques,100.000,Never achieved,0-2-0,92.385
Larissa Pacheco,100.000,Never achieved,0-2-0,108.016
Tateki Matsuda,100.000,Never achieved,0-2-0,100.011
Shayna Baszler,100.000,Never achieved,0-2-0,122.946
Cain Carrizosa,100.000,Never achieved,0-2-0,85.365
Chris Heatherly,100.000,Never achieved,0-2-0,108.869
Jianping Yang,100.000,Never achieved,0-1-0,100.000
Nolan Ticman,100.000,Never achieved,0-2-0,92.368
Andreas Stahl,100.000,Never achieved,0-2-0,100.621
Mike King,100.000,Never achieved,0-1-0,100.000
Tina Lahdemaki,100.000,Never achieved,0-1-0,100.000
Matt Van Buren,100.000,Never achieved,0-2-0,84.071
Guto Inocente,100.000,Never achieved,0-2-0,103.898
Juan Manuel Puig,100.000,Never achieved,0-2-0,101.998
Daniel Spohn,100.000,Never achieved,0-1-0,100.000
Alexis Dufresne,100.000,Never achieved,0-2-0,100.000
Robert Drysdale,100.000,Never achieved,0-0-0,100.000
Keith Berish,100.000,Never achieved,0-1-0,100.000
Guilherme Vasconcelos,100.000,Never achieved,0-1-0,84.773
Bubba Bush,100.000,Never achieved,0-1-0,84.000
Shane Howell,100.000,Never achieved,0-2-0,91.619
Dashon Johnson,100.000,Never achieved,0-2-0,93.052
Roldan Sangcha'an,100.000,Never achieved,0-2-0,77.021
Rodrigo de Lima,100.000,Never achieved,0-2-0,92.636
Elizabeth Phillips,100.000,Never achieved,1-3-0,103.993
Josh Shockley,100.000,Never achieved,0-2-0,98.946
Jake Lindsey,100.000,Never achieved,0-3-0,94.668
Marcio Alexandre Junior,100.000,Never achieved,0-3-0,108.491
Wagner Silva,100.000,Never achieved,0-2-0,108.368
Richardson Moreira,100.000,Never achieved,0-2-0,105.481
Matt Hobar,100.000,Never achieved,1-2-0,95.054
Pawel Pawlak,100.000,Never achieved,1-2-0,79.913
Aaron Phillips,100.000,Never achieved,0-4-0,95.872
David Michaud,100.000,Never achieved,1-2-0,89.333
Ruan Potts,100.000,Never achieved,0-3-0,105.666
Hernani Perpetuo,100.000,Never achieved,0-2-0,93.323
Jack May,100.000,Never achieved,0-2-0,102.332
Sheldon Westcott,100.000,Never achieved,1-2-0,78.897
Vik Grujic,100.000,Never achieved,1-3-0,91.837
Chris Indich,100.000,Never achieved,0-2-0,92.000
Tim Gorman,100.000,Never achieved,0-2-0,108.689
Alan Omer,100.000,Never achieved,0-2-0,100.000
Mats Nilsson,100.000,Never achieved,0-2-0,117.061
Danny Mitchell,100.000,Never achieved,0-2-0,100.705
Albert Cheng,100.000,Never achieved,0-1-0,100.000
Jumabieke Tuerxun,100.000,Never achieved,0-3-0,98.812
Takenori Sato,100.000,Never achieved,0-2-0,111.773
Danny Martinez,100.000,Never achieved,1-3-0,93.401
Andy Enz,100.000,Never achieved,0-3-0,105.810
Gasan Umalatov,100.000,Never achieved,1-3-0,99.344
Mike Rhodes,100.000,Never achieved,0-3-0,103.811
Sean Soriano,100.000,Never achieved,0-5-0,95.745
Luiz Dutra,100.000,Never achieved,0-2-0,100.000
Shunichi Shimizu,100.000,Never achieved,0-1-0,83.934
Will Chope,100.000,Never achieved,0-1-0,99.795
Dave Galera,100.000,Never achieved,0-1-0,100.000
Jon Delos Reyes,100.000,Never achieved,1-3-0,103.380
Ben Wall,100.000,Never achieved,0-2-0,99.770
Jessica Rakoczy,100.000,Never achieved,0-2-0,108.000
Peggy Morgan,100.000,Never achieved,0-1-0,100.000
Roxanne Modafferi,100.000,Never achieved,4-8-0,115.170
Anthony Lapsley,100.000,Never achieved,0-2-0,85.649
Brian Houston,100.000,Never achieved,0-2-0,102.206
Darrell Montague,100.000,Never achieved,0-3-0,109.826
Garett Whiteley,100.000,Never achieved,0-3-0,89.333
Jesse Ronson,100.000,Never achieved,0-5-0,97.356
Nandor Guelmino,100.000,Never achieved,0-1-0,100.000
Ramiro Hernandez,100.000,Never achieved,0-2-0,108.643
Jose Maria,100.000,Never achieved,0-2-0,107.347
Julie Kedzie,100.000,Never achieved,0-2-0,100.000
Roger Gracie,100.000,Never achieved,0-1-0,100.000
Rosi Sexton,100.000,Never achieved,0-2-0,91.632
William Macario,100.000,Never achieved,1-3-0,100.261
Eddie Mendez,100.000,Never achieved,0-1-0,85.193
Estevan Payan,100.000,Never achieved,0-3-0,101.178
Joao Zeferino,100.000,Never achieved,0-2-0,107.548
Iliarde Santos,100.000,Never achieved,0-3-0,97.197
Sheila Gaff,100.000,Never achieved,0-2-0,100.000
Kurt Holobaugh,100.000,Never achieved,0-4-0,112.275
Roger Bowling,100.000,Never achieved,0-2-0,97.041
Gilbert Smith,100.000,Never achieved,0-1-0,100.000
Collin Hart,100.000,Never achieved,0-1-0,100.000
Jimmy Quinlan,100.000,Never achieved,0-1-0,100.000
Bristol Marunde,100.000,Never achieved,0-2-0,100.000
Ryan Couture,100.000,Never achieved,0-2-0,114.360
Adam Cella,100.000,Never achieved,0-1-0,100.000
Chris Spang,100.000,Never achieved,0-1-0,100.000
Bobby Voelker,100.000,Never achieved,0-4-0,93.778
Quinn Mulhern,100.000,Never achieved,0-2-0,123.635
Mizuto Hirota,100.000,Never achieved,1-5-1,100.180
Caros Fodor,100.000,Never achieved,0-1-0,109.621
Jon Manley,100.000,Never achieved,0-1-0,100.000
Yuri Villefort,100.000,Never achieved,0-2-0,91.978
Pedro Nobre,100.000,Never achieved,0-0-0,112.045
Mike Ricci,100.000,Never achieved,1-2-0,110.974
Colin Fletcher,100.000,Never achieved,0-2-0,92.000
Manuel Rodriguez,100.000,Never achieved,0-1-0,100.000
Brendan Loughnane,100.000,Never achieved,0-1-0,100.000
Azamat Gashimov,100.000,Never achieved,0-2-0,108.379
Motonobu Tezuka,100.000,Never achieved,0-2-0,84.340
Andy Ogle,100.000,Never achieved,1-5-0,90.661
Roger Hollett,100.000,Never achieved,0-2-0,114.516
Wagner Prado,100.000,Never achieved,0-2-0,141.272
Ulysses Gomez,100.000,Never achieved,0-2-0,92.351
Anistavio Medeiros,100.000,Never achieved,0-1-0,100.000
Delson Heleno,100.000,Never achieved,0-1-0,100.000
John Teixeira,100.000,Never achieved,0-1-0,100.000
Leonardo Mafra,100.000,Never achieved,1-3-0,110.787
Wagner Campos,100.000,Never achieved,0-1-0,100.000
CJ Keith,100.000,Never achieved,0-2-0,100.964
Brock Jardine,100.000,Never achieved,0-2-0,110.413
Joey Gambino,100.000,Never achieved,0-2-0,117.215
John Cofer,100.000,Never achieved,0-2-0,100.000
Chris Tickle,100.000,Never achieved,0-1-0,100.000
Chris Saunders,100.000,Never achieved,0-1-0,100.000
Jeremy Larsen,100.000,Never achieved,0-3-0,95.353
Shane del Rosario,100.000,Never achieved,0-2-0,109.965
Chad Griggs,100.000,Never achieved,0-2-0,131.311
Tom DeBlass,100.000,Never achieved,0-2-0,90.718
Yoislandy Izquierdo,100.000,Never achieved,0-2-0,79.321
Besam Yousef,100.000,Never achieved,0-2-0,85.552
Yasuhiro Urushitani,100.000,Never achieved,0-2-0,107.248
Nick Penner,100.000,Never achieved,0-2-0,94.947
Oli Thompson,100.000,Never achieved,0-2-0,100.033
Eiji Mitsuoka,100.000,Never achieved,0-2-0,110.366
Anton Kuivanen,100.000,Never achieved,1-2-0,100.000
Bernardo Magalhaes,100.000,Never achieved,0-2-0,92.508
Dan Stittgen,100.000,Never achieved,0-2-0,100.000
Eric Wisely,100.000,Never achieved,0-2-0,85.718
Jared Papazian,100.000,Never achieved,0-3-0,94.912
Tommy Hayden,100.000,Never achieved,0-2-0,95.202
Pat Schilling,100.000,Never achieved,0-2-0,93.082
Ednaldo Oliveira,100.000,Never achieved,0-2-0,110.594
Stephen Bass,100.000,Never achieved,0-1-0,100.000
Josh Ferguson,100.000,Never achieved,0-2-0,115.663
Josh Clopton,100.000,Never achieved,0-2-0,114.265
Dustin Neace,100.000,Never achieved,0-1-0,100.000
Alex Soto,100.000,Never achieved,0-2-0,107.615
Matt Lucas,100.000,Never achieved,0-1-0,83.901
Papy Abedi,100.000,Never achieved,1-3-0,113.898
Vaughan Lee,100.000,Never achieved,3-5-0,99.019
Byron Bloodworth,100.000,Never achieved,0-2-0,116.002
Joseph Sandoval,100.000,Never achieved,0-2-0,100.000
Mike Stumpf,100.000,Never achieved,0-2-0,101.631
Jorge Lopez,100.000,Never achieved,0-2-0,106.085
Luis Ramos,100.000,Never achieved,0-2-0,113.875
Paul Bradley,100.000,Never achieved,0-2-0,108.844
Donny Walker,100.000,Never achieved,0-2-0,92.000
Edward Faaloloto,100.000,Never achieved,0-2-0,106.825
Jon Olav Einemo,100.000,Never achieved,0-2-0,124.967
Jason Young,100.000,Never achieved,1-3-0,89.103
Chuck O'Neil,100.000,Never achieved,0-1-0,100.000
Danny Downes,100.000,Never achieved,0-2-0,103.564
Ryan McGillivray,100.000,Never achieved,0-1-0,100.000
Cole Escovedo,100.000,Never achieved,0-3-0,89.579
Charlie Valencia,100.000,Never achieved,0-1-0,84.143
Kamal Shalorus,100.000,Never achieved,0-3-0,139.397
Damacio Page,100.000,Never achieved,0-3-0,84.715
Tom Blackledge,100.000,Never achieved,0-1-0,53.796
Maciej Jewtuszko,100.000,Never achieved,0-1-0,85.572
Antonio Banuelos,100.000,Never achieved,0-1-0,100.000
Norifumi Yamamoto,100.000,Never achieved,0-3-0,92.366
Willamy Freire,100.000,Never achieved,0-1-0,101.345
Josh Grispi,100.000,Never achieved,0-4-0,88.564
Antonio McKee,100.000,Never achieved,0-1-0,106.054
Nam Phan,100.000,Never achieved,2-6-0,110.525
Aaron Wilkinson,100.000,Never achieved,0-1-0,100.000
Tyler Toner,100.000,Never achieved,0-1-0,100.000
Sako Chivitchian,100.000,Never achieved,0-1-0,100.000
Will Campuzano,100.000,Never achieved,0-4-0,104.000
Fredson Paixao,100.000,Never achieved,0-1-0,100.000
Mike Lullo,100.000,Never achieved,0-2-0,100.000
TJ O'Brien,100.000,Never achieved,0-2-0,127.728
Alexandre Ferreira,100.000,Never achieved,0-1-0,134.202
Mark Scanlon,100.000,Never achieved,0-1-0,100.000
Vinicius Queiroz,100.000,Never achieved,0-1-0,100.000
Pat Audinwood,100.000,Never achieved,0-2-0,106.474
David Mitchell,100.000,Never achieved,1-4-0,119.463
James Toney,100.000,Never achieved,0-1-0,205.975
Amilcar Alves,100.000,Never achieved,0-2-0,111.679
Todd Brown,100.000,Never achieved,0-2-0,85.661
Kris McCray,100.000,Never achieved,0-3-0,115.092
Jamie Yager,100.000,Never achieved,0-1-0,100.000
Mark Holst,100.000,Never achieved,0-2-0,91.632
Josh Bryant,100.000,Never achieved,0-1-0,100.000
James Hammortree,100.000,Never achieved,0-1-0,100.000
Renzo Gracie,100.000,Never achieved,0-1-0,223.035
Julio Paulino,100.000,Never achieved,0-2-0,103.495
Ronys Torres,100.000,Never achieved,0-2-0,92.560
Rolles Gracie,100.000,Never achieved,0-1-0,100.000
Gilbert Yvel,100.000,Never achieved,0-3-0,126.128
Ricardo Funch,100.000,Never achieved,0-4-0,108.955
Lucio Linhares,100.000,Never achieved,0-2-0,145.703
Marcus Jones,100.000,Never achieved,0-1-0,100.000
Darrill Schoonover,100.000,Never achieved,0-1-0,100.000
Justin Wren,100.000,Never achieved,0-1-0,100.000
Rodney Wallace,100.000,Never achieved,0-3-0,106.068
Joe Brammer,100.000,Never achieved,0-2-0,96.839
Chase Gormley,100.000,Never achieved,0-2-0,92.409
Steve Lopez,100.000,Never achieved,0-2-0,109.595
